Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
P31947	131670	3164.1	7958.1	4262.1	1673.7	2395.4	2211.8	739.11	1584.4	2858.6	131670	3164.1	7958.1	4262.1	1673.7	2395.4	2211.8	739.11	1584.4	2858.6
P31949	125740	2637.8	6489.5	3236.3	1098.9	2395.1	1544.9	635.95	1127.4	11161	125740	2637.8	6489.5	3236.3	1098.9	2395.1	1544.9	635.95	1127.4	11161
P32119	19890	1264.9	1144.8	1022.3	309.13	519.97	0	690.45	523.66	58363	19890	1264.9	1144.8	1022.3	309.13	519.97	0	690.45	523.66	58363
P32969;REV__O75648	86260	1340.3	4891.8	2712.4	1339.3	1570.2	1316.9	781.03	1963.5	3968.6	86260	1340.3	4891.8	2712.4	1339.3	1570.2	1316.9	781.03	1963.5	3968.6
P33241	49019	1371.2	3203	2103.3	1684.7	1851.1	1321.6	499.29	1196.9	3830.3	49019	1371.2	3203	2103.3	1684.7	1851.1	1321.6	499.29	1196.9	3830.3
P35268	34266	1154.4	1986.8	1028.6	831.96	850.57	875.36	0	968.69	933.64	34266	1154.4	1986.8	1028.6	831.96	850.57	875.36	0	968.69	933.64
P35527;CON__P35527;CON__Q99456;Q8N6M0;Q99456;P33897;Q03001	209690	54594	21970	9840.2	6254.1	7228.2	2225.1	120570	5352.3	5209600	209690	54594	21970	9840.2	6254.1	7228.2	2225.1	120570	5352.3	5209600
P35579;P35580;REV__P0DO97;REV__Q9UKV3;REV__Q86UP2;P35749;Q7Z406	899770	31688	51592	18437	8751.3	10178	6050.3	4971.2	11127	70438	899770	31688	51592	18437	8751.3	10178	6050.3	4971.2	11127	70438
P35637;Q92804	43627	1068.5	2019.8	1079	804.06	1040.6	581.66	638.52	1046.3	1447.5	43627	1068.5	2019.8	1079	804.06	1040.6	581.66	638.52	1046.3	1447.5
P36578;Q96T58	652910	18548	43236	14248	7958.7	10506	8283.8	4721.9	12739	19790	652910	18548	43236	14248	7958.7	10506	8283.8	4721.9	12739	19790
P37802	191850	10877	16180	5305.2	2079.9	3072.1	2289.3	2461.5	1917.3	8437	191850	10877	16180	5305.2	2079.9	3072.1	2289.3	2461.5	1917.3	8437
P37837	209290	11976	13436	6425.9	5589.6	4698.4	3207.4	8547.6	2297.4	12527	209290	11976	13436	6425.9	5589.6	4698.4	3207.4	8547.6	2297.4	12527
P38159	70382	1160.6	3770.1	1099.5	1071.9	1119.7	878.72	335.26	1615.1	1533.4	70382	1160.6	3770.1	1099.5	1071.9	1119.7	878.72	335.26	1615.1	1533.4
P38646	100310	4642.8	5772.5	3700.6	1076.9	3850.5	1767.1	2619.9	3349.8	7123.6	100310	4642.8	5772.5	3700.6	1076.9	3850.5	1767.1	2619.9	3349.8	7123.6
P39019	154500	2229.2	9302.9	3367.2	1375.6	2100.4	1145.7	1022.4	3826.5	8773.9	154500	2229.2	9302.9	3367.2	1375.6	2100.4	1145.7	1022.4	3826.5	8773.9
P39023	220770	5952.8	14918	6372.7	3923.4	4955.3	4170	1353.2	5229.7	8680.9	220770	5952.8	14918	6372.7	3923.4	4955.3	4170	1353.2	5229.7	8680.9
P40121	637820	13167	39217	15831	8309.4	9249.6	8256.3	3726.8	6974.2	21899	637820	13167	39217	15831	8309.4	9249.6	8256.3	3726.8	6974.2	21899
P40429	129700	3595.3	6501.6	3512.3	1784.2	2611.4	1292.9	1906.6	2174	7054.3	129700	3595.3	6501.6	3512.3	1784.2	2611.4	1292.9	1906.6	2174	7054.3
P40925	137480	2881.8	7561.7	4459.1	2582	2464.6	2590.2	984.21	2770.3	12033	137480	2881.8	7561.7	4459.1	2582	2464.6	2590.2	984.21	2770.3	12033
P40926	253680	7280.4	16221	6248.7	3192.2	3696.3	3733.5	2062.7	3718.3	10493	253680	7280.4	16221	6248.7	3192.2	3696.3	3733.5	2062.7	3718.3	10493
P40939	41254	735.26	2513.4	982.4	889.11	435.38	814.2	0	696.01	1065.2	41254	735.26	2513.4	982.4	889.11	435.38	814.2	0	696.01	1065.2
P41218	5772.3	378.22	403.87	0	0	0	0	271.83	0	2134.5	5772.3	378.22	403.87	0	0	0	0	271.83	0	2134.5
P42766	283680	6802.3	18792	5891	3655.8	3713.9	2534.7	1983.1	4614.6	10215	283680	6802.3	18792	5891	3655.8	3713.9	2534.7	1983.1	4614.6	10215
P46776	50819	639.19	2148.1	938.03	0	950.01	638.55	439.4	839.89	1588.8	50819	639.19	2148.1	938.03	0	950.01	638.55	439.4	839.89	1588.8
P46777	359650	10651	19559	8083.1	4042.5	8071	3995.3	3607.9	6325	11363	359650	10651	19559	8083.1	4042.5	8071	3995.3	3607.9	6325	11363
P46778	172210	8697.7	9854.4	5254.1	1736.7	4399.9	2863	3020.1	2797.3	6734.2	172210	8697.7	9854.4	5254.1	1736.7	4399.9	2863	3020.1	2797.3	6734.2
P46779	197630	5924.1	12474	5018.2	3172.2	3861.8	2356.5	1541	2532.8	6651.5	197630	5924.1	12474	5018.2	3172.2	3861.8	2356.5	1541	2532.8	6651.5
P46781	153010	8993.1	8143.9	5215.4	2397.5	3280.7	2594.4	1591.6	2994.7	6377.8	153010	8993.1	8143.9	5215.4	2397.5	3280.7	2594.4	1591.6	2994.7	6377.8
P46782	90305	1861	5063	2605.4	1018.9	1677.5	354.45	398.84	1769	1760.5	90305	1861	5063	2605.4	1018.9	1677.5	354.45	398.84	1769	1760.5
P47914	93231	6817.8	5480.4	3075.6	1314.6	2365.2	1150.2	1708.3	1327.6	16751	93231	6817.8	5480.4	3075.6	1314.6	2365.2	1150.2	1708.3	1327.6	16751
P48643	141000	3504.7	9955.9	3647.9	1852.7	2519.5	2141.8	935.08	2572.4	9961.8	141000	3504.7	9955.9	3647.9	1852.7	2519.5	2141.8	935.08	2572.4	9961.8
P49368	62267	1852.6	3761.9	1603.9	242.26	984.41	865.05	431.8	963.93	2716.4	62267	1852.6	3761.9	1603.9	242.26	984.41	865.05	431.8	963.93	2716.4
P49411	67883	1810.7	4943	1528	1502.5	1024.9	1292.2	692.31	1636.1	12503	67883	1810.7	4943	1528	1502.5	1024.9	1292.2	692.31	1636.1	12503
P50991	57271	1333.5	2775.2	1617.8	950.42	1869.1	829.67	632.17	916.84	3936	57271	1333.5	2775.2	1617.8	950.42	1869.1	829.67	632.17	916.84	3936
P51572;Q2M1P5;Q5TCS8	361580	7689.2	20145	9608.3	3163.5	4739.2	4329.9	3304.1	2894.3	11151	361580	7689.2	20145	9608.3	3163.5	4739.2	4329.9	3304.1	2894.3	11151
P51991	105470	2802.4	5488.5	716.68	279.81	595.5	241.88	347.85	1181.4	2257.9	105470	2802.4	5488.5	716.68	279.81	595.5	241.88	347.85	1181.4	2257.9
P52209	237730	9498.3	14869	5832.1	3645.4	6824.3	3452.9	4505.4	2647.1	16395	237730	9498.3	14869	5832.1	3645.4	6824.3	3452.9	4505.4	2647.1	16395
P52272	41614	936.86	1804.1	820.26	1359.7	999.25	552.24	352.21	964.56	8558.8	41614	936.86	1804.1	820.26	1359.7	999.25	552.24	352.21	964.56	8558.8
P52566	171350	6814.8	14564	4650.4	2837.9	3325.2	1690.1	1375	3096.9	8637.2	171350	6814.8	14564	4650.4	2837.9	3325.2	1690.1	1375	3096.9	8637.2
P52907	15846	565.46	1036.2	390.11	402.91	0	382.84	328.97	253.91	1682.7	15846	565.46	1036.2	390.11	402.91	0	382.84	328.97	253.91	1682.7
P53999	119340	5253.7	7684.6	2732.9	1632.6	1126.5	1575	285.11	1286.6	5655.2	119340	5253.7	7684.6	2732.9	1632.6	1126.5	1575	285.11	1286.6	5655.2
P54819	62260	2736.2	3280.6	1358.2	375.24	888.57	796.03	1164.6	1212.8	5162.6	62260	2736.2	3280.6	1358.2	375.24	888.57	796.03	1164.6	1212.8	5162.6
P55072	181930	4000.9	13117	4109.8	1678.8	1734.2	2931.2	0	1908.4	8544.1	181930	4000.9	13117	4109.8	1678.8	1734.2	2931.2	0	1908.4	8544.1
P55084	68224	350.02	3401.9	1515.5	745.1	1168.7	668.51	0	864.31	1911.6	68224	350.02	3401.9	1515.5	745.1	1168.7	668.51	0	864.31	1911.6
Q6EEV6;P61956;P55854	26847	1486.9	1415.3	731.02	474.25	312.33	0	0	1879.8	4323.3	26847	1486.9	1415.3	731.02	474.25	312.33	0	0	1879.8	4323.3
Q15365;Q15366;P57721;P57723	42365	1685.1	2436	1116.4	1139.7	934.49	1115.1	281.18	1404.8	2503.5	42365	1685.1	2436	1116.4	1139.7	934.49	1115.1	281.18	1404.8	2503.5
P60174	211900	3552.9	12384	3978.7	2326.6	2158.1	2301.2	1828.1	2582.7	32211	211900	3552.9	12384	3978.7	2326.6	2158.1	2301.2	1828.1	2582.7	32211
P63261;P60709;Q6S8J3;A5A3E0;P0CG38;Q562R1;P0CG39;Q9BYX7	1605400	79295	106000	49327	21302	34631	25922	20370	17393	64394	1605400	79295	106000	49327	21302	34631	25922	20370	17393	64394
P60953	50810	2036.6	2191.2	1303.5	289.82	933.66	1231.3	0	541.02	1263.2	50810	2036.6	2191.2	1303.5	289.82	933.66	1231.3	0	541.02	1263.2
P61026	14804	691.58	966.75	0	430.52	302.16	400.81	0	0	1184.6	14804	691.58	966.75	0	430.52	302.16	400.81	0	0	1184.6
Q9P1U1;P61158	30855	721.91	2305.5	1374	354.23	550.39	639.33	376.25	0	2771.8	30855	721.91	2305.5	1374	354.23	550.39	639.33	376.25	0	2771.8
P61247	288770	7182.2	14791	4867.4	1407.3	2888.7	2206.7	688.27	1584.6	6381.4	288770	7182.2	14791	4867.4	1407.3	2888.7	2206.7	688.27	1584.6	6381.4
Q9UNX3;P61254	41716	2796.9	2064.7	1346	592.08	1201.9	371.65	705.26	314.11	1577.1	41716	2796.9	2064.7	1346	592.08	1201.9	371.65	705.26	314.11	1577.1
P61353	59775	2205.1	2643.5	1298.9	818.08	543.17	293.99	438.04	1045.3	1472	59775	2205.1	2643.5	1298.9	818.08	543.17	293.99	438.04	1045.3	1472
P61604	543840	12405	30572	13522	6393.7	8790.5	7297.7	4137.7	9733.3	13139	543840	12405	30572	13522	6393.7	8790.5	7297.7	4137.7	9733.3	13139
P61978	363210	6847.4	21914	6883.8	3873.2	3450.7	4185.8	714.03	5350.4	7871.7	363210	6847.4	21914	6883.8	3873.2	3450.7	4185.8	714.03	5350.4	7871.7
P61981	91109	2123	5536	688.07	1399.8	11396	305.49	243.97	1850.8	7322.6	91109	2123	5536	688.07	1399.8	11396	305.49	243.97	1850.8	7322.6
P62081	108350	2938.1	5885.4	3240.6	809.1	2190.7	1526.8	764.47	2040.5	3754.4	108350	2938.1	5885.4	3240.6	809.1	2190.7	1526.8	764.47	2040.5	3754.4
P62241	100480	3927.8	5288.9	3127.1	1328.5	1566.9	808.41	252.37	1198.8	2532.8	100480	3927.8	5288.9	3127.1	1328.5	1566.9	808.41	252.37	1198.8	2532.8
P62244	141490	5083.4	9151.3	3641.4	1788.8	1889.4	1844.5	355.64	2157.9	3202.2	141490	5083.4	9151.3	3641.4	1788.8	1889.4	1844.5	355.64	2157.9	3202.2
P62258	94563	3129.7	4846.8	2900	1560.2	1679.9	587.67	1113.4	1222.2	6773.7	94563	3129.7	4846.8	2900	1560.2	1679.9	587.67	1113.4	1222.2	6773.7
P62263	70817	1394.6	3944.8	1060.2	340.33	392.46	611.47	2002.3	833.76	2283.3	70817	1394.6	3944.8	1060.2	340.33	392.46	611.47	2002.3	833.76	2283.3
P62266	149650	4565.7	10145	3194.3	1245.7	2625.8	2064.2	1650.6	2045	6770.8	149650	4565.7	10145	3194.3	1245.7	2625.8	2064.2	1650.6	2045	6770.8
P62269	182910	4046.3	10935	4306.5	2240.7	2835.1	1847.2	722.53	2431	7434.4	182910	4046.3	10935	4306.5	2240.7	2835.1	1847.2	722.53	2431	7434.4
P62277	154070	2423.5	8409.1	2662.6	575.44	1349.6	1102.3	0	2156.5	2871.8	154070	2423.5	8409.1	2662.6	575.44	1349.6	1102.3	0	2156.5	2871.8
P62280	104440	2953.9	6111.1	1674.5	437.77	1857.2	329.27	744.35	922.32	6238.9	104440	2953.9	6111.1	1674.5	437.77	1857.2	329.27	744.35	922.32	6238.9
P62316	71508	1868	3290.6	1147.2	1017.3	607.58	533.38	463.63	836.44	2293	71508	1868	3290.6	1147.2	1017.3	607.58	533.38	463.63	836.44	2293
P62328;CON__P21752;O14604	445200	6753.8	24844	4963.8	2290.6	3229.7	1815.9	0	3073.6	2955	445200	6753.8	24844	4963.8	2290.6	3229.7	1815.9	0	3073.6	2955
P62424	169770	4749.6	10732	3412.4	1331.9	1935.6	1660.9	1674.4	1883.4	8942.3	169770	4749.6	10732	3412.4	1331.9	1935.6	1660.9	1674.4	1883.4	8942.3
P62491;Q15907	31222	357.52	1913.1	887.18	739.8	296.71	386.22	281.95	422.66	1641.5	31222	357.52	1913.1	887.18	739.8	296.71	386.22	281.95	422.66	1641.5
P62701;Q8TD47;P22090	97438	1613.9	4990.3	1985	808.25	1408.7	1170.1	1032.1	2029.1	12439	97438	1613.9	4990.3	1985	808.25	1408.7	1170.1	1032.1	2029.1	12439
P63267;P68133;P68032;P62736	12659	2765.9	704.97	576.07	0	744.6	0	517.42	0	724.8	12659	2765.9	704.97	576.07	0	744.6	0	517.42	0	724.8
P62750	42648	2329.3	3110.8	1048.6	432.61	854.44	345.34	691.39	502.42	1549.8	42648	2329.3	3110.8	1048.6	432.61	854.44	345.34	691.39	502.42	1549.8
P62753	282200	5363.3	17265	5564.2	3281.7	3374.1	2798	923.09	3254.9	9077.5	282200	5363.3	17265	5564.2	3281.7	3374.1	2798	923.09	3254.9	9077.5
P62805	298360	10054	17479	7445.4	3089.8	3446	3395.6	1417.4	5330.2	10852	298360	10054	17479	7445.4	3089.8	3446	3395.6	1417.4	5330.2	10852
P62826	55877	4777.1	3131.9	1972.9	1153.6	1279	1296.5	391.57	1382.4	2715.7	55877	4777.1	3131.9	1972.9	1153.6	1279	1296.5	391.57	1382.4	2715.7
P62829	97291	4264.8	5252.3	2530.6	1119.6	1716.1	1503.6	1692.6	1430.6	4599.4	97291	4264.8	5252.3	2530.6	1119.6	1716.1	1503.6	1692.6	1430.6	4599.4
P62851	77968	4424.2	4156.2	1961.2	1253.1	1354.4	338.04	829.83	1628.1	7100.8	77968	4424.2	4156.2	1961.2	1253.1	1354.4	338.04	829.83	1628.1	7100.8
Q5JNZ5;P62854	40672	1678.6	1962.6	2179.8	866.21	1513.7	960.56	255.5	1170.7	2316	40672	1678.6	1962.6	2179.8	866.21	1513.7	960.56	255.5	1170.7	2316
P62899	87350	2144.5	4313.4	2368.5	1037.1	1769.9	958.35	553.86	1820.2	3883.1	87350	2144.5	4313.4	2368.5	1037.1	1769.9	958.35	553.86	1820.2	3883.1
P62906	108350	2204.8	6672.8	2468.6	1174.7	1606	1260.9	647.01	1443.6	3983.7	108350	2204.8	6672.8	2468.6	1174.7	1606	1260.9	647.01	1443.6	3983.7
P62913	98860	2633.4	7365.1	2490.3	1222.9	2487.9	1330.6	0	2530.5	2766	98860	2633.4	7365.1	2490.3	1222.9	2487.9	1330.6	0	2530.5	2766
P62917;Q9NW13	373760	8567.8	23635	8399.1	4689.6	5248	4344.9	4360.4	6385.2	34115	373760	8567.8	23635	8399.1	4689.6	5248	4344.9	4360.4	6385.2	34115
P62942	39092	910.48	2602.6	1418.5	519.38	1175.2	239.02	1147.4	404.96	3053	39092	910.48	2602.6	1418.5	519.38	1175.2	239.02	1147.4	404.96	3053
P63104;O00213;Q92674	478380	14532	29662	11632	6401.7	9130.5	7100.5	4430.9	5243.2	23965	478380	14532	29662	11632	6401.7	9130.5	7100.5	4430.9	5243.2	23965
P63313	32724	1965.3	2000.7	384.38	644.99	636.69	323.99	469.14	0	7864.4	32724	1965.3	2000.7	384.38	644.99	636.69	323.99	469.14	0	7864.4
P67809;P16989;Q9Y2T7	115670	7001.3	7877.9	3911.5	780.19	2816.8	650.43	1200.4	2344.7	6151.8	115670	7001.3	7877.9	3911.5	780.19	2816.8	650.43	1200.4	2344.7	6151.8
P67936;Q2TAC2	664750	14974	48564	20467	6369.9	11237	7326.7	3710.1	3065.9	56474	664750	14974	48564	20467	6369.9	11237	7326.7	3710.1	3065.9	56474
P68104;Q5VTE0;Q05639	1269200	34727	78847	37489	14498	20698	20342	5547.7	21377	43043	1269200	34727	78847	37489	14498	20698	20342	5547.7	21377	43043
Q9BQE3;Q71U36;P68363;P0DPH8;P0DPH7;P68366;Q9NY65;Q6PEY2;A6NHL2	415150	11954	20851	8615.2	4215.8	6051.7	3924.9	1616.4	4789.5	9651.1	415150	11954	20851	8615.2	4215.8	6051.7	3924.9	1616.4	4789.5	9651.1
P68371	36743	1831	2495.5	1181.3	476.07	621.21	339.68	564.72	0	2717.5	36743	1831	2495.5	1181.3	476.07	621.21	339.68	564.72	0	2717.5
Q71DI3;Q16695;P68431;P84243;Q6NXT2	1390800	28547	84982	29743	13320	17173	16843	5714.2	27168	40537	1390800	28547	84982	29743	13320	17173	16843	5714.2	27168	40537
P78371	108250	1610.7	6626.6	1854.6	893.5	683.56	535.59	589.6	1003.8	4771.6	108250	1610.7	6626.6	1854.6	893.5	683.56	535.59	589.6	1003.8	4771.6
P84098	119010	4554.1	6138	3120.6	498.5	3159.6	1715.8	1038.3	2008.6	3670	119010	4554.1	6138	3120.6	498.5	3159.6	1715.8	1038.3	2008.6	3670
P84103	97925	5706.6	5236	4061.7	1770.7	3909.2	909.61	2672.5	1595.8	7593.1	97925	5706.6	5236	4061.7	1770.7	3909.2	909.61	2672.5	1595.8	7593.1
Q00839	495390	19265	29728	10577	5831.8	7644.4	4827.8	3489.8	6967.8	23864	495390	19265	29728	10577	5831.8	7644.4	4827.8	3489.8	6967.8	23864
Q01130;Q9BRL6	122730	4343.6	12409	3585.6	1885.5	2180.9	1945.5	363.02	2763.9	6862.8	122730	4343.6	12409	3585.6	1885.5	2180.9	1945.5	363.02	2763.9	6862.8
Q01469;A8MUU1	153770	6129.4	7301.4	12917	5438.8	9775	2611.2	5126.8	2308.3	159150	153770	6129.4	7301.4	12917	5438.8	9775	2611.2	5126.8	2308.3	159150
Q01518	274060	3776.1	14960	5839.9	2687.3	5147.2	3274.7	1778.5	2026.2	15444	274060	3776.1	14960	5839.9	2687.3	5147.2	3274.7	1778.5	2026.2	15444
Q02413	26939	4786.9	2428.4	976.4	661.96	1491.1	0	9017.1	880.24	341160	26939	4786.9	2428.4	976.4	661.96	1491.1	0	9017.1	880.24	341160
Q02543	51146	1705.6	3052.1	1174.6	521.62	1048	845.23	0	689.21	3161.8	51146	1705.6	3052.1	1174.6	521.62	1048	845.23	0	689.21	3161.8
Q02878	419810	12543	25816	9196.1	3657	5707.6	4568.7	2400.9	8092	17392	419810	12543	25816	9196.1	3657	5707.6	4568.7	2400.9	8092	17392
Q04760	244400	13087	13870	8458	3298.7	5738.5	2287.5	4295	2460.2	14387	244400	13087	13870	8458	3298.7	5738.5	2287.5	4295	2460.2	14387
Q04941	15425	0	767.05	0	0	0	0	0	0	666.91	15425	0	767.05	0	0	0	0	0	0	666.91
Q06830;Q13162	326070	9091.1	17936	12790	8063.9	7192.7	6916	6256.4	5861	109920	326070	9091.1	17936	12790	8063.9	7192.7	6916	6256.4	5861	109920
Q07020	3091.5	227.76	283.47	210.97	341.62	0	0	0	0	2174.1	3091.5	227.76	283.47	210.97	341.62	0	0	0	0	2174.1
Q07955	116320	3654.5	7878	2304.7	1522.2	1752.3	1468.3	1751.8	2071.2	10497	116320	3654.5	7878	2304.7	1522.2	1752.3	1468.3	1751.8	2071.2	10497
Q13243;Q13247;Q08170	23568	1251.7	986.39	606.85	563.52	818.55	0	268.34	547.78	1848.5	23568	1251.7	986.39	606.85	563.52	818.55	0	268.34	547.78	1848.5
Q08554	6982.4	2345.6	536.66	273.43	0	256.65	0	1039.9	0	56459	6982.4	2345.6	536.66	273.43	0	256.65	0	1039.9	0	56459
Q09666	185710	2313.9	8829.4	2682.7	880.77	1879.8	1662.1	562.73	279.24	13190	185710	2313.9	8829.4	2682.7	880.77	1879.8	1662.1	562.73	279.24	13190
Q13151	138100	10486	6752.2	2856.2	3572.8	1942	980.66	1089.9	1105.7	3349.9	138100	10486	6752.2	2856.2	3572.8	1942	980.66	1089.9	1105.7	3349.9
Q13835	10274	1635.7	584.77	1650.8	709.86	559.58	490.21	3505.4	1490.4	111050	10274	1635.7	584.77	1650.8	709.86	559.58	490.21	3505.4	1490.4	111050
Q14103	98333	3354	5655.6	1929	690.92	1191.9	731.43	550.99	1835.1	3233.5	98333	3354	5655.6	1929	690.92	1191.9	731.43	550.99	1835.1	3233.5
Q14847	72201	2042.3	4342.6	1579.3	402.25	1921.4	1304.5	664.75	275.51	5734.2	72201	2042.3	4342.6	1579.3	402.25	1921.4	1304.5	664.75	275.51	5734.2
Q15084	333920	9587.2	22350	7331.3	2599.7	3267.7	3415.7	1827.9	3810	11543	333920	9587.2	22350	7331.3	2599.7	3267.7	3415.7	1827.9	3810	11543
Q9Y2S6;Q9Y2C4;Q15172	65567	3131.1	3959	1609.3	469	1160	1043.4	815.88	987.41	1222.7	65567	3131.1	3959	1609.3	469	1160	1043.4	815.88	987.41	1222.7
Q15233	92259	3228.6	12242	1614	1239.8	4971.3	0	301.21	942.42	4280.1	92259	3228.6	12242	1614	1239.8	4971.3	0	301.21	942.42	4280.1
Q15691	41940	638.82	2321.3	0	0	445.07	0	0	0	1452.8	41940	638.82	2321.3	0	0	445.07	0	0	0	1452.8
Q5T749	8816.2	1187.5	1284.2	725.03	308.13	790.11	357.3	3090.9	359.4	174000	8816.2	1187.5	1284.2	725.03	308.13	790.11	357.3	3090.9	359.4	174000
Q86V81	20394	692.08	1323.1	954.8	328.2	604.81	247.44	365.31	403.37	2771.8	20394	692.08	1323.1	954.8	328.2	604.81	247.44	365.31	403.37	2771.8
Q8N257;Q96A08	123040	18991	8812.3	6528.2	1934.3	4588.9	1797.8	3869.5	3815.8	7201.4	123040	18991	8812.3	6528.2	1934.3	4588.9	1797.8	3869.5	3815.8	7201.4
Q8NC51	203700	13429	11496	4950.5	2096.3	2900.7	1799.8	1303	3886.7	9829.7	203700	13429	11496	4950.5	2096.3	2900.7	1799.8	1303	3886.7	9829.7
Q8TCT9	62248	0	4004.7	1792.3	0	1314.7	1581.3	394.72	753.29	1624.3	62248	0	4004.7	1792.3	0	1314.7	1581.3	394.72	753.29	1624.3
Q92945;Q96AE4;Q96I24	140930	15457	6874.7	3130.7	2341.2	2418.1	1705.4	2444.2	2448	6762.7	140930	15457	6874.7	3130.7	2341.2	2418.1	1705.4	2444.2	2448	6762.7
Q92994	93000	1741.7	4958.2	2470.2	555.61	1055.1	1530.8	505.31	2075.2	3605.5	93000	1741.7	4958.2	2470.2	555.61	1055.1	1530.8	505.31	2075.2	3605.5
Q93045	86712	3126.4	4830.8	1467.3	827	601.88	742.15	259.4	2339.8	2491.9	86712	3126.4	4830.8	1467.3	827	601.88	742.15	259.4	2339.8	2491.9
Q99497	120960	4931.3	6563.6	5385.9	2635.5	2894.8	2159.4	2002.5	2983.8	12937	120960	4931.3	6563.6	5385.9	2635.5	2894.8	2159.4	2002.5	2983.8	12937
Q99832	43604	1368.1	1842.7	1037.8	652.6	850.86	683.66	426.58	617.5	2518.2	43604	1368.1	1842.7	1037.8	652.6	850.86	683.66	426.58	617.5	2518.2
Q99880	469580	25689	28519	11689	4374.9	6332.7	4023.7	6001	8573.8	22122	469580	25689	28519	11689	4374.9	6332.7	4023.7	6001	8573.8	22122
Q9BZH6	63983	3368.8	3622.5	340.42	0	264.92	0	469.59	0	15507	63983	3368.8	3622.5	340.42	0	264.92	0	469.59	0	15507
Q9H254	52457	1455.9	3037.1	1216.5	689.02	654.25	862.07	446.88	1082.6	4356	52457	1455.9	3037.1	1216.5	689.02	654.25	862.07	446.88	1082.6	4356
Q9H299	149110	1255.7	7085.6	2656.7	2727.2	3087.9	1308.8	742.93	1224.4	2291.4	149110	1255.7	7085.6	2656.7	2727.2	3087.9	1308.8	742.93	1224.4	2291.4
Q9HB71	46977	804.14	2445.5	824.77	777.59	892.71	384.34	356.21	387.94	1483.7	46977	804.14	2445.5	824.77	777.59	892.71	384.34	356.21	387.94	1483.7
Q9NQC3	28163	1017.1	1133.1	553.47	0	651.65	0	0	0	2266.8	28163	1017.1	1133.1	553.47	0	651.65	0	0	0	2266.8
Q9NZT1	21889	3132	681.38	439.91	328.3	799.48	566.44	4486	1273.4	165260	21889	3132	681.38	439.91	328.3	799.48	566.44	4486	1273.4	165260
Q9P0L0	111660	1610.1	6062.7	3186.9	1516.3	1654.7	1957	1477.2	2308.9	8150	111660	1610.1	6062.7	3186.9	1516.3	1654.7	1957	1477.2	2308.9	8150
Q9UII2	144480	3266.6	8789.5	1940.5	1280.5	1420.7	1380	900.74	1718.4	6077.9	144480	3266.6	8789.5	1940.5	1280.5	1420.7	1380	900.74	1718.4	6077.9
Q9Y6N5	32075	1008.4	2112.8	1398.3	393.91	252.39	583.39	509.03	415.28	6198.3	32075	1008.4	2112.8	1398.3	393.91	252.39	583.39	509.03	415.28	6198.3
REV__O15440	13171	10260	942.49	7134.2	8287.2	6551.7	8184.6	8243	7179.4	15825	13171	10260	942.49	7134.2	8287.2	6551.7	8184.6	8243	7179.4	15825
REV__P21439	7055	761.46	1152.9	616.57	286.04	429.95	0	2125.4	650.59	101530	7055	761.46	1152.9	616.57	286.04	429.95	0	2125.4	650.59	101530
