Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10
sp|P51665|PSMD7_HUMAN	8715	11176	664.65	1181.1	12549	22359	0	1788.6	34604	23630
sp|P51858|HDGF_HUMAN	28924	32431	1993.1	3894.1	30986	120320	0	11071	123340	140810
sp|P51991|ROA3_HUMAN	73155	81399	6617.2	11393	87561	222310	7549.4	16337	247170	259070
sp|P52209|6PGD_HUMAN	126330	137630	8115.9	14368	148690	275180	0	25288	310160	305120
sp|P52272|HNRPM_HUMAN	158000	179670	7665.5	18774	191310	343070	6964.1	29555	383050	390380
sp|P52292|IMA1_HUMAN	17648	20527	344.44	2243.5	21893	41386	566.16	3924.8	48640	43826
sp|P52565|GDIR1_HUMAN	40679	42632	3953.6	5819.6	44153	101870	2587.9	11503	111950	110270
sp|P52566|GDIR2_HUMAN	135330	145620	11175	15473	152230	248660	6582.5	21903	277940	274810
sp|P52597|HNRPF_HUMAN	13998	15392	1565.4	1795.2	15974	26966	0	2926.3	30445	29597
sp|P52788|SPSY_HUMAN	2043.9	2704.5	303.5	317.74	2568.1	6287	542.99	559.12	6890.5	6980
sp|P52888|THOP1_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P52907|CAZA1_HUMAN	38863	41057	3797.3	5046.1	44556	84334	2652.2	8205.5	93297	85694
sp|P53396|ACLY_HUMAN	40777	44928	3335.7	4788.9	47361	82038	1322.8	8544.9	89669	91569
sp|P53618|COPB_HUMAN	5856.1	6503.4	870.06	845.58	6855.6	10763	759.82	983.73	13038	12615
sp|P53634|CATC_HUMAN	5329.5	5191.2	618.57	703.47	5568.6	10670	0	1107.1	12320	12552
sp|P53999|TCP4_HUMAN	47104	52307	2511.1	5385.8	57186	89221	972.39	9185.1	105360	106110
sp|P54136|SYRC_HUMAN	15333	17591	1438.9	1889.9	17997	38450	0	3644.5	42955	42391
sp|P54577|SYYC_HUMAN	4781.6	4816.1	439.84	535.56	5381.1	10407	532.51	792.91	11680	10705
sp|P54578|UBP14_HUMAN	6515.6	8487	898.65	1236.5	9354	13229	0	1310.9	16995	15148
sp|P54709|AT1B3_HUMAN	16085	18502	1468.4	1736.2	17434	21217	872.62	2046.1	23790	24519
sp|P54725|RD23A_HUMAN;sp|P54727|RD23B_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P54819|KAD2_HUMAN	51171	57273	5345.6	9050.3	61188	175980	970.54	19655	203090	204190
sp|P54920|SNAA_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P55010|IF5_HUMAN	6807.6	7598.8	0	766.95	8518.2	17845	0	1280	20231	19502
sp|P55060|XPO2_HUMAN	13669	15121	1374.2	1766.3	16537	40211	0	3615.2	47487	45074
sp|P55072|TERA_HUMAN	199410	224170	16411	22235	241490	412210	3526.9	38001	474450	451430
sp|P55084|ECHB_HUMAN	20711	21523	472.91	2145.1	18690	42988	0	3205.4	48042	47145
sp|P55209|NP1L1_HUMAN	23081	28778	1773.2	2653.9	29010	69015	784.59	6094.3	80063	80736
sp|P55786|PSA_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P55854|SUMO3_HUMAN;sp|Q6EEV6|SUMO4_HUMAN;sp|P61956|SUMO2_HUMAN	49639	52368	0	4764.3	54266	88802	0	6627.7	97995	96248
sp|P55884|EIF3B_HUMAN	13030	15439	1371.9	1635.9	15441	28556	982.28	2684.9	33939	32269
sp|P56192|SYMC_HUMAN	6130	5892.4	524.87	598.09	6783.2	10088	811.11	719.1	10479	10830
sp|P56537|IF6_HUMAN	2105.8	2876.2	211.3	261.45	3481.6	9491.4	306.88	1026.1	11537	11534
sp|P58546|MTPN_HUMAN	3862.6	4718.9	616.18	521.39	4717.4	5972.8	366.83	584.21	7204.6	6375.1
sp|Q99879|H2B1M_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|P62807|H2B1C_HUMAN;sp|P58876|H2B1D_HUMAN;sp|O60814|H2B1K_HUMAN;sp|P57053|H2BFS_HUMAN	22247	22749	1692.4	1949.9	25026	35341	0	2532.8	39507	36807
sp|P60174|TPIS_HUMAN	89445	101010	6669.1	10957	107940	218490	2802.3	21938	263200	257600
sp|P60228|EIF3E_HUMAN	6996	7938	691.14	795.33	8773.1	15250	0	1641.4	17632	17298
sp|P60468|SC61B_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P60660|MYL6_HUMAN;sp|P14649|MYL6B_HUMAN	48664	53089	5481.3	5561.1	58152	89704	1557.2	8744	107440	100160
sp|P63261|ACTG_HUMAN;sp|P60709|ACTB_HUMAN;sp|Q562R1|ACTBL_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|Q9BYX7|ACTBM_HUMAN;sp|P0CG39|POTEJ_HUMAN	644910	698790	27117	58567	719610	1110300	23181	92460	1249800	1229100
sp|P60842|IF4A1_HUMAN;sp|Q14240|IF4A2_HUMAN;sp|P38919|IF4A3_HUMAN	62540	70118	5399.9	7544.6	76122	143390	339.4	12955	163620	169540
sp|P60866|RS20_HUMAN	14088	16232	1160.6	1645.9	18105	33829	0	2757.2	36275	36078
sp|P60900|PSA6_HUMAN	70457	81277	5947.9	8795.2	84948	145060	1360.7	13998	165060	163080
sp|P60953|CDC42_HUMAN	36843	38289	0	2915	39075	40863	0	3261.3	42852	42019
sp|P61006|RAB8A_HUMAN	13111	14558	0	1710.3	15258	27076	0	2152.1	29422	28812
sp|P61019|RAB2A_HUMAN;sp|Q8WUD1|RAB2B_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN	37785	40576	1354.2	4772.9	42962	109690	0	8343.1	118700	118060
sp|P61081|UBC12_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P61088|UBE2N_HUMAN;sp|Q5JXB2|UE2NL_HUMAN	122220	55970	5587.6	12368	49879	95039	1688	9434	106550	103090
sp|P61106|RAB14_HUMAN	13350	14021	1612.9	1729.2	15875	29393	0	3397	33116	35129
sp|P61129|ZC3H6_HUMAN	10625	10577	926.96	1130.4	11669	16459	0	1224.5	20942	15824
sp|P61158|ARP3_HUMAN	11537	13534	1035.2	1664.6	14184	27778	0	2505	27971	26868
sp|P61160|ARP2_HUMAN	26859	29317	2757.8	3584.4	29229	47655	1802.1	5227.9	54392	54514
sp|P84077|ARF1_HUMAN;sp|P61204|ARF3_HUMAN	2861.2	3724.3	340.21	430.01	3998.6	6319.7	396.38	558.84	7839.2	7168.7
sp|P61221|ABCE1_HUMAN	8913.6	9245	567.55	887.47	10658	18480	0	1334	19787	19925
sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN;sp|A6NIZ1|RP1BL_HUMAN	26399	29075	1902.6	3556.1	32278	62311	1315.9	6209.1	74368	79354
sp|P61247|RS3A_HUMAN	189110	197060	5797.4	17905	212360	340620	6142.5	29573	380140	367410
sp|P61289|PSME3_HUMAN	24948	25670	1306.6	2826.7	28764	51325	0	4671.6	55615	56817
sp|P61313|RL15_HUMAN	28217	32359	1357.5	3584.9	33830	72634	213.87	5677.9	82981	80958
sp|P61353|RL27_HUMAN	43391	47263	2184.1	4558.5	50207	112780	0	9089.9	133450	134920
sp|P61513|RL37A_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P61586|RHOA_HUMAN	4216.1	4496.4	479.34	380.17	5078.5	14518	0	1030	16120	15336
sp|P61604|CH10_HUMAN	107180	124320	1414.6	14981	133150	423440	4070.9	33672	484070	487690
sp|P61626|LYSC_HUMAN	10803	11775	1092.9	1919.5	12898	55573	886.21	6312.7	61573	62640
sp|P61758|PFD3_HUMAN	4837.1	5944.8	426.38	674.04	6882.1	15142	0	1716.6	18354	18017
sp|P61923|COPZ1_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P61927|RL37_HUMAN	16389	16223	0	1994.7	17421	61248	0	4470.4	67343	69972
sp|P61978|HNRPK_HUMAN	121090	120620	7037.9	12729	128930	211200	5122.1	18282	239020	234180
sp|P61981|1433G_HUMAN	84089	89956	4885.6	9231	94290	233980	123.43	19265	262320	256160
sp|P62081|RS7_HUMAN	29533	30817	983.97	3185.1	32106	77528	148.37	6704.5	87916	87826
sp|P62136|PP1A_HUMAN	7452.1	9180.1	0	763	9695.6	13098	873.17	1150.6	15535	15440
sp|P62191|PRS4_HUMAN	7515.4	8212	646.98	968.91	8533.1	14414	929.59	1220.2	17521	16461
sp|P62195|PRS8_HUMAN	5895.2	7063.2	690.06	1079	8517.1	15634	1396.1	1573.1	18165	16796
sp|P62241|RS8_HUMAN	92009	102040	1383.2	10385	105230	190410	487.82	15629	207870	208790
sp|P62244|RS15A_HUMAN	20165	18195	592.54	1513.6	20548	39661	0	2732.2	44823	45798
sp|P62249|RS16_HUMAN	72990	78170	3907	8051.6	80988	145710	0	13469	169480	172600
sp|P62258|1433E_HUMAN	89532	92176	4738.2	8868.1	98564	149900	2451.8	12394	163450	163540
sp|P62263|RS14_HUMAN	48526	51454	3716.9	6175.6	54456	90051	2851.3	8274.2	103070	98420
sp|P62266|RS23_HUMAN	25768	26701	1673.9	2918	28012	53545	1060.3	4721.2	57095	56336
sp|P62269|RS18_HUMAN	40074	45564	2351.5	4411.3	45535	104970	0	7972.8	119880	115400
sp|P62277|RS13_HUMAN	67772	75167	3157.3	7002.2	79541	124040	1817.5	11782	136180	139020
sp|P62280|RS11_HUMAN	42832	47115	2399.5	4343.6	46899	100490	0	8189.1	104200	110670
sp|P62304|RUXE_HUMAN	7699.3	8713.7	631.6	1101.6	9254.1	18684	1193.2	2193.4	22527	21335
sp|P62306|RUXF_HUMAN	2001.6	2267.3	155.1	136.44	2336	3395.6	260.1	302.71	4106.4	3693.4
sp|P62316|SMD2_HUMAN	14864	14448	1318.3	1386.7	15825	25615	0	2512.4	28753	26001
sp|P62318|SMD3_HUMAN	2592	3110	303.56	444.19	2613.1	5459.9	547.98	698.96	6212.8	5873.8
sp|P62328|TYB4_HUMAN;sp|O14604|TYB4Y_HUMAN	211750	215110	9843.3	20133	227560	263970	2401.5	23332	301630	288540
sp|P62333|PRS10_HUMAN	1689	1940	179.76	376.9	2035.7	4963.2	372.06	639.92	6267.5	5605.6
sp|P62424|RL7A_HUMAN	143470	162900	6883.5	17970	173880	311030	1798.3	30097	349540	342590
sp|P62701|RS4X_HUMAN;sp|Q8TD47|RS4Y2_HUMAN;sp|P22090|RS4Y1_HUMAN	79004	89643	3801.7	8811.4	93995	181910	0	13930	204810	198830
sp|P62750|RL23A_HUMAN	67877	76525	5899.5	8638	77413	167060	6513.1	16931	183250	186410
sp|P62753|RS6_HUMAN	69668	75584	843.57	7557.8	74430	154790	845.73	12387	168330	174570
sp|P62805|H4_HUMAN	379750	425050	4347.7	35177	444120	476910	11785	37584	552740	562310
sp|P62820|RAB1A_HUMAN	35764	42231	1534.5	4255	44737	53726	1935.4	5471.2	63494	59228
sp|P62826|RAN_HUMAN	70520	78733	2822.2	8707.4	82887	187840	863.91	18310	212270	230700
sp|P62829|RL23_HUMAN	24171	26442	0	2473.9	28456	51232	0	3829.6	60009	62180
sp|P62841|RS15_HUMAN	12176	11737	1271.3	1242.5	13002	46472	0	3457.6	50079	50296
sp|P62847|RS24_HUMAN	13630	14846	1470.6	1739.1	16773	46251	698.86	4111.2	52358	51550
sp|P62851|RS25_HUMAN	45638	51690	1857.3	5477.7	53586	97594	1851.2	7954.7	110960	110640
sp|P62854|RS26_HUMAN	10507	12134	842.53	1144.8	12423	20477	632.29	1744.1	22222	23645
sp|P62857|RS28_HUMAN	9398.8	10665	702.38	835.17	11180	15111	0	1099.8	18333	17005
sp|P62873|GBB1_HUMAN	3234.4	4402.1	314.69	410.51	4456.5	14143	0	1768.8	17491	15984
sp|P62888|RL30_HUMAN	14962	15966	586.98	1909	16175	38626	859.69	3509.2	41121	45027
sp|P62899|RL31_HUMAN	31583	32658	1702.4	3639.6	35159	121440	0	9354	137150	141260
sp|P62906|RL10A_HUMAN	35675	41227	4144.4	4150.4	42013	69283	1626.1	5942.6	78498	76640
sp|P62910|RL32_HUMAN	19448	19918	1855.9	1879.4	21119	43957	664.82	3310.9	48900	48348
sp|P62913|RL11_HUMAN	51505	56310	4426.7	6125.9	58961	133420	346.4	11985	153980	152020
sp|P62917|RL8_HUMAN	89319	93139	3086.7	9236.1	100700	171930	3018.6	12894	191970	191390
sp|P62937|PPIA_HUMAN;sp|Q9Y536|PAL4A_HUMAN;sp|P0DN37|PAL4G_HUMAN;sp|P0DN26|PAL4F_HUMAN;sp|F5H284|PAL4D_HUMAN;sp|A0A0B4J2A2|PAL4C_HUMAN;sp|A0A075B767|PAL4H_HUMAN;sp|A0A075B759|PAL4E_HUMAN	132900	148680	10915	18535	158640	491920	5217.5	44322	549740	568140
sp|P62942|FKB1A_HUMAN	18941	19863	1528.3	2098.2	21312	41372	0	3331.5	45543	44046
sp|P62993|GRB2_HUMAN	12019	12267	618.04	1159.7	12915	23564	0	2016.2	25449	25759
sp|P62995|TRA2B_HUMAN	11215	12468	951.53	1678.1	12047	26299	514.88	3141.4	28215	27316
sp|P63104|1433Z_HUMAN	216080	231780	12507	22882	248940	369180	7638.7	31817	410130	412380
sp|P63173|RL38_HUMAN	8423.5	9915.8	855.48	1126.2	10191	19955	0	1975.6	22223	23851
sp|P63208|SKP1_HUMAN	11757	13840	0	1188.7	13832	14297	1180.2	1265.1	16233	14474
sp|P63220|RS21_HUMAN	18288	22482	1746.6	2380	23413	46459	1846.7	3788.8	51999	49552
sp|P63241|IF5A1_HUMAN;sp|Q9GZV4|IF5A2_HUMAN;sp|Q6IS14|IF5AL_HUMAN	13110	15870	470.45	1701.2	18367	47183	84.997	3904.9	56439	57224
sp|P63244|RACK1_HUMAN	67077	81525	1866.6	6910.4	86427	123100	1640.2	10606	135820	140350
sp|P63313|TYB10_HUMAN	81915	80760	2281.6	7365.5	87106	85732	5570.1	8036.9	94253	92833
sp|P67775|PP2AA_HUMAN;sp|P62714|PP2AB_HUMAN	16394	16726	1580.9	1430.6	17667	20833	0	2000.8	24860	22328
sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN;sp|P16989|YBOX3_HUMAN	29742	32565	2969.2	3540	33306	52683	3988.7	5113.9	59116	56767
sp|P67936|TPM4_HUMAN	197060	211100	6730.7	18847	218620	259800	5046.5	25093	298630	276750
sp|P68133|ACTS_HUMAN;sp|P68032|ACTC_HUMAN;sp|P63267|ACTH_HUMAN;sp|P62736|ACTA_HUMAN	35842	39441	3862.5	5238.2	40306	75180	0	8139.7	85860	85615
sp|P68036|UB2L3_HUMAN	6780.3	7785.6	677.73	935.59	8212.1	13087	0	1688.9	16109	17650
sp|P68104|EF1A1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN;sp|Q05639|EF1A2_HUMAN	277840	299560	5361.4	28568	325650	803800	10395	46838	891900	937020
sp|Q71U36|TBA1A_HUMAN;sp|P68363|TBA1B_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q9NY65|TBA8_HUMAN;sp|A6NHL2|TBAL3_HUMAN	239410	262540	11615	27839	271720	319530	19405	24334	355350	372540
sp|P68366|TBA4A_HUMAN	3645.9	4273.3	247.69	370.86	5175	10633	0	843.34	12874	12543
sp|P68371|TBB4B_HUMAN;sp|P04350|TBB4A_HUMAN	8099.8	8419.8	615.14	846.4	9059.1	13731	0	1115.7	13861	14289
sp|P68402|PA1B2_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q71DI3|H32_HUMAN;sp|Q16695|H31T_HUMAN;sp|P68431|H31_HUMAN;sp|P84243|H33_HUMAN;sp|Q6NXT2|H3C_HUMAN;sp|P0DPK2|H3Y_HUMAN;sp|P0DPK5|H3X_HUMAN	319430	371020	12305	36398	354890	451940	22498	38797	513340	501190
sp|P69905|HBA_HUMAN;sp|P02008|HBAZ_HUMAN	47273	50325	2554.9	5360.8	54265	177410	0	14536	204140	199920
sp|P78347|GTF2I_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P78371|TCPB_HUMAN	107380	113300	4522	11255	120020	230080	3037.5	21294	264100	259520
sp|P78417|GSTO1_HUMAN	38175	43934	2202.8	4158	48632	74956	1190	6087.2	85436	84462
sp|P78527|PRKDC_HUMAN	17827	18391	1902	2837.1	21083	44109	477.37	4188.1	50315	46974
sp|P80723|BASP1_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P83731|RL24_HUMAN	47328	58349	2599.4	4961.8	60129	98571	0	8118.1	116690	119390
sp|P84085|ARF5_HUMAN	11929	13433	1258.1	1262.7	14715	18598	0	1872.9	19723	20001
sp|P84090|ERH_HUMAN	21040	23362	2654.4	2983.6	24908	34827	0	3764.5	40653	39541
sp|P84095|RHOG_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|P84098|RL19_HUMAN	35071	39449	3092.8	5154.6	39637	63719	0	6705.4	71427	69554
sp|P84103|SRSF3_HUMAN	31828	34830	3882.4	4474	35337	71773	1679.2	7331.8	79981	82651
sp|P99999|CYC_HUMAN	7587	9469.3	0	1040.7	9837.1	17906	0	1481.1	19253	18597
sp|Q00325|MPCP_HUMAN	8738.6	9477.4	586.32	644.82	9021.4	19157	0	1345.6	18803	19300
sp|Q00341|VIGLN_HUMAN	5586.2	6629.2	536.54	527.86	7720.3	13830	0	1297	15651	16019
sp|Q00534|CDK6_HUMAN;sp|Q00535|CDK5_HUMAN;sp|P06493|CDK1_HUMAN;sp|P24941|CDK2_HUMAN;sp|P11802|CDK4_HUMAN;sp|Q00526|CDK3_HUMAN;sp|P50750|CDK9_HUMAN;sp|Q96Q40|CDK15_HUMAN;sp|O94921|CDK14_HUMAN;sp|Q07002|CDK18_HUMAN;sp|Q00536|CDK16_HUMAN;sp|Q00537|CDK17_HUMAN;sp|Q9NYV4|CDK12_HUMAN;sp|Q14004|CDK13_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q00610|CLH1_HUMAN;sp|P53675|CLH2_HUMAN	77899	90306	7724	9717.1	97106	189780	6839.5	18380	219690	222560
sp|Q00839|HNRPU_HUMAN	175770	190790	9626.6	20567	201370	330840	6111.6	31842	365240	362090
sp|Q01082|SPTB2_HUMAN	59944	65377	669.1	5621.7	69758	70441	4706	6856.4	78475	73538
sp|Q01130|SRSF2_HUMAN	5709.5	5945.3	320.47	705.27	6808.9	14647	952.76	1269.1	16921	16095
sp|Q01469|FABP5_HUMAN;sp|A8MUU1|FB5L3_HUMAN	12522	12881	1174.9	1184.6	14030	19472	0	1696.8	19840	19256
sp|Q01518|CAP1_HUMAN	94919	101110	5247.5	11090	114940	259470	201.71	20694	274880	283570
sp|Q01813|PFKAP_HUMAN	23235	26546	2325.6	3063	28142	53269	1795.7	4532.5	59260	58777
sp|Q02543|RL18A_HUMAN	17822	18183	1544.3	1660.3	18821	31389	0	2487.1	33458	33482
sp|Q02790|FKBP4_HUMAN	47168	48671	1568	4373.2	51049	71064	983.83	5912.1	78982	80349
sp|Q02878|RL6_HUMAN	75627	78783	4584.9	8399.3	83154	182350	759.94	15820	200890	203020
sp|Q03252|LMNB2_HUMAN	25917	29787	2677.6	3469.2	30603	60178	0	6160.3	69419	67933
sp|Q04446|GLGB_HUMAN	3476.8	4753.8	348.78	811.8	5231.2	19962	0	1942.5	23612	25730
sp|Q04637|IF4G1_HUMAN	11629	11736	846.08	1069.4	13163	21524	413.86	1749	23035	22580
sp|Q04760|LGUL_HUMAN	21418	23677	2381.6	4227.2	25551	130850	720.85	14249	151680	157370
sp|Q04837|SSBP_HUMAN	5004.7	5542.6	388.72	650.6	6147.5	10649	551.62	1311.6	12267	13094
sp|Q04917|1433F_HUMAN	28485	31230	1742.3	4011	32569	68535	0	5837.8	75435	73971
sp|Q04941|PLP2_HUMAN	6388.5	6891.7	868.93	969.67	7830.6	15510	1380.2	1765.2	17644	16684
sp|Q06033|ITIH3_HUMAN	18942	21034	1892.6	2841.9	22756	112250	200.06	8609.8	129440	132390
sp|Q06323|PSME1_HUMAN	19180	20531	937.72	2291.5	21446	39694	0	3853.9	44653	44797
sp|Q06830|PRDX1_HUMAN	208310	225330	5492.1	19064	240610	396280	4842.7	28515	461890	465680
sp|Q07020|RL18_HUMAN	33991	38577	3867.7	4800.1	40016	50611	4598.2	5016	55009	55892
sp|Q07021|C1QBP_HUMAN	41632	44039	5059.6	5706.1	48557	53153	3637.8	4942.9	58743	59888
sp|Q07666|KHDR1_HUMAN;sp|Q5VWX1|KHDR2_HUMAN	27574	28864	2164.2	3290.5	32861	57256	0	5048	64373	67492
sp|Q07955|SRSF1_HUMAN	85928	94810	8597.9	11170	102390	183680	3037.1	19746	205680	214210
sp|Q08211|DHX9_HUMAN	20117	23994	2126.4	2621.7	26111	52798	213.22	4838.8	59911	60424
sp|Q08722|CD47_HUMAN	32210	36686	0	3736.1	38532	50845	0	4272.7	56425	57636
sp|Q08752|PPID_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q08945|SSRP1_HUMAN	23677	28760	2200.8	2301.5	30080	52327	490.15	4876.5	61900	58797
sp|Q08J23|NSUN2_HUMAN	8979.6	11018	903.47	1336.2	11701	17931	0	1911.2	19853	20937
sp|Q09028|RBBP4_HUMAN	23078	27104	820.18	2328.5	27178	63892	0	4411.1	69516	71020
sp|Q0VDF9|HSP7E_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q14839|CHD4_HUMAN;sp|Q8TDI0|CHD5_HUMAN;sp|Q12873|CHD3_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q12874|SF3A3_HUMAN	5026.8	6550.2	447.72	730.29	6763.1	10819	760.55	879.87	14753	12095
sp|Q12905|ILF2_HUMAN	27470	31535	3594.3	3952.5	34235	63087	1674.5	7240.9	71057	72397
sp|Q12906|ILF3_HUMAN	23839	26826	1234.8	3394.6	28214	56691	785.26	5223.4	62173	63244
sp|Q12931|TRAP1_HUMAN	12308	14764	1022.7	1550.3	14442	26695	0	2285.1	30604	31110
sp|Q13011|ECH1_HUMAN	43829	47697	1367.7	4982	51564	112280	0	9052.6	127140	123680
sp|Q13148|TADBP_HUMAN	8829.7	9817.2	1085.1	1503.8	11070	18816	1468.2	1898.3	20836	20575
sp|Q13151|ROA0_HUMAN	80038	87686	2254.3	8404.9	93526	85947	1467.7	8468.8	95026	95324
sp|Q13162|PRDX4_HUMAN	15552	17828	1713.6	2284.7	19736	60537	0	5795.4	70207	68683
sp|Q13177|PAK2_HUMAN;sp|O75914|PAK3_HUMAN	23871	26406	1136.5	2985.4	28519	44287	0	3997.1	49506	48557
sp|Q13185|CBX3_HUMAN;sp|P83916|CBX1_HUMAN	49649	53215	4889.4	6418.8	56584	135950	0	14203	157040	156240
sp|Q13200|PSMD2_HUMAN	19661	24873	2003.8	2358.6	24516	37770	3154.7	4036.4	44160	47067
sp|Q13242|SRSF9_HUMAN	22945	24633	1018.3	2811.9	27573	50456	0	4919.8	54914	58909
sp|Q13243|SRSF5_HUMAN	18097	12848	1271.8	1698.2	14261	19978	885.53	2334.1	24819	24103
sp|Q13263|TIF1B_HUMAN	70050	80631	3853.5	7598.6	83351	158530	1041.3	14313	177430	173330
sp|Q13283|G3BP1_HUMAN	19810	20481	295.79	1514.2	21408	34890	512.45	2656.2	40291	34966
sp|Q13347|EIF3I_HUMAN	56712	60872	2477.8	6351.2	64204	111840	0	9323.6	125320	121940
sp|Q13404|UB2V1_HUMAN	12509	12958	0	883.45	13111	25935	0	1991.1	29287	29100
sp|Q13422|IKZF1_HUMAN	9320.3	9857.6	831.21	985.25	10118	16702	0	1500.2	18844	16157
sp|Q13427|PPIG_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q13435|SF3B2_HUMAN	35005	37300	1353.4	3298.7	38848	51113	2006.2	5069.5	57462	55646
sp|Q13451|FKBP5_HUMAN	18545	20579	2078.6	2487.5	22247	100670	1225.5	8956.8	114300	114930
sp|Q13509|TBB3_HUMAN	11221	12739	1046.9	1226.7	15415	22074	728.47	1937.1	23794	24337
sp|Q13547|HDAC1_HUMAN;sp|Q92769|HDAC2_HUMAN;sp|Q96G03|PGM2_HUMAN	17373	17972	0	2144	18409	33546	0	3010.6	38527	37699
sp|Q13813|SPTN1_HUMAN	37423	41289	2213.8	4372.1	42862	58614	2117.2	6494.8	64242	65106
sp|Q13838|DX39B_HUMAN;sp|O00148|DX39A_HUMAN	57336	70046	2514.8	6416.7	73715	87522	891.31	7499.4	101990	98001
sp|Q14011|CIRBP_HUMAN	5219.1	6732.7	698.68	959.16	7549.4	17854	1332.4	1793	20660	22384
sp|Q14019|COTL1_HUMAN	154270	166270	4364.5	16142	178740	132800	9645.8	11171	152400	143360
sp|Q14103|HNRPD_HUMAN	71545	80306	1588.8	6665.9	91435	88233	1993.7	6665.6	111770	101680
sp|Q14152|EIF3A_HUMAN	55152	60200	6098.5	7473.9	63313	150190	0	14789	153520	149270
sp|Q14157|UBP2L_HUMAN	3620.6	4501.3	264.15	399.85	5207.3	14487	0	1205.9	18236	18212
sp|Q14204|DYHC1_HUMAN	4288.7	5784.5	408.69	590	6559	18065	944.39	1909.5	23050	24160
sp|Q14444|CAPR1_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q14498|RBM39_HUMAN	11108	12163	1365.7	1319.5	12679	24368	653.76	2742.4	25765	27938
sp|Q14566|MCM6_HUMAN	42040	46901	1431.3	5524.9	50662	104610	0	8849.5	116820	116040
sp|Q14624|ITIH4_HUMAN	12194	12859	1713.4	1398.4	13267	36025	0	3573.2	40205	40366
sp|Q14697|GANAB_HUMAN	5228.9	5163.6	748.4	826.36	5337.6	10056	856.97	1005.1	10525	10210
sp|Q14847|LASP1_HUMAN	7064.2	8505.4	731.92	838.44	7501.8	13743	0	1167	14041	14411
sp|Q14956|GPNMB_HUMAN	10849	12737	1275.8	1629.7	12140	38405	0	3662.9	42333	43894
sp|Q14974|IMB1_HUMAN	20769	21648	1980.5	2503.2	24997	54695	1595.6	4732.7	64688	63746
sp|Q14978|NOLC1_HUMAN;sp|Q86XP0|PA24D_HUMAN	56905	61202	3316.6	7939	67953	184260	0	15153	200790	201830
sp|Q15007|FL2D_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q15056|IF4H_HUMAN	16616	18764	1396.5	2079.7	20642	49845	370.1	4523	60151	54683
sp|Q15084|PDIA6_HUMAN	33068	38176	2822.4	4346	41117	113730	2782.6	9838.3	135640	129520
sp|Q15102|PA1B3_HUMAN	8986.7	10308	670.02	1180.6	10431	14988	1079.4	1786.1	17206	16602
sp|Q15149|PLEC_HUMAN	30412	33348	2102.8	3685.6	38033	74694	1114	6666.9	86244	79978
sp|Q15181|IPYR_HUMAN	47022	53409	5259.6	6726.7	60063	123080	1289.4	13187	138270	138650
sp|Q15185|TEBP_HUMAN	10283	11074	917.43	1484.2	11516	34953	0	3303.5	38615	36739
sp|Q15233|NONO_HUMAN	65308	71122	6562.7	8909.3	74601	192770	2446.5	18652	218900	216890
sp|Q15365|PCBP1_HUMAN;sp|P57721|PCBP3_HUMAN;sp|P57723|PCBP4_HUMAN	57867	61706	3508.4	5744	66615	130630	1272.5	11122	150930	140990
sp|Q15366|PCBP2_HUMAN	10338	11459	1084	1027.7	11172	22459	0	2071.3	25330	23716
