Protein IDs	Reporter intensity corrected 0 MS3_1	Reporter intensity corrected 1 MS3_1	Reporter intensity corrected 2 MS3_1	Reporter intensity corrected 3 MS3_1	Reporter intensity corrected 4 MS3_1	Reporter intensity corrected 5 MS3_1	Reporter intensity corrected 6 MS3_1	Reporter intensity corrected 7 MS3_1	Reporter intensity corrected 8 MS3_1	Reporter intensity corrected 9 MS3_1	Reporter intensity corrected 0 MS3_2	Reporter intensity corrected 1 MS3_2	Reporter intensity corrected 2 MS3_2	Reporter intensity corrected 3 MS3_2	Reporter intensity corrected 4 MS3_2	Reporter intensity corrected 5 MS3_2	Reporter intensity corrected 6 MS3_2	Reporter intensity corrected 7 MS3_2	Reporter intensity corrected 8 MS3_2	Reporter intensity corrected 9 MS3_2	Reporter intensity 0 MS3_1	Reporter intensity 1 MS3_1	Reporter intensity 2 MS3_1	Reporter intensity 3 MS3_1	Reporter intensity 4 MS3_1	Reporter intensity 5 MS3_1	Reporter intensity 6 MS3_1	Reporter intensity 7 MS3_1	Reporter intensity 8 MS3_1	Reporter intensity 9 MS3_1	Reporter intensity 0 MS3_2	Reporter intensity 1 MS3_2	Reporter intensity 2 MS3_2	Reporter intensity 3 MS3_2	Reporter intensity 4 MS3_2	Reporter intensity 5 MS3_2	Reporter intensity 6 MS3_2	Reporter intensity 7 MS3_2	Reporter intensity 8 MS3_2	Reporter intensity 9 MS3_2
sp|Q61233|PLSL_MOUSE;sp|Q3V0K9|PLSI_MOUSE	879.97	884.29	477.1	56481	56783	55002	941.72	193.94	2498.3	425000	0	682.42	649.32	21680	22268	21235	779.3	27.517	0	164750	831.17	883.29	557.24	54570	53508	55235	2666.1	8015.7	2390.8	400050	0	661.38	661.11	20971	21017	21323	1121.4	3167.9	0	155080
sp|Q61263|SOAT1_MOUSE	531.38	309.26	466.5	698.36	603.31	297.87	329.54	66.285	482.48	8359	700.54	264.69	842.11	469.72	673.17	982.73	737.57	453.57	0	13438	502.58	294.37	474.63	686.87	600.44	329.28	352.78	327.34	469.57	7872.5	663.42	251.21	818.94	473.07	689.86	980.81	727.49	754.88	0	12664
sp|Q61316|HSP74_MOUSE	5501.6	6162.5	5740.2	10208	12429	13211	6634.1	0	6400.7	193280	2800.2	1775	1406.3	5747.1	5719.3	6450	3608.5	0	2101.6	92088	5205.5	5840.9	5811.2	10213	12136	13280	6979.5	2853.5	6304.2	182080	2644.5	1684	1463	5662.7	5518	6515.6	3708.3	695.63	2086.5	86915
sp|Q61398|PCOC1_MOUSE	1321	1686.5	1043.6	0	0	0	706.23	0	557.29	15577	809.65	1068.9	348.62	0	0	0	335	0	0	6408.5	1249	1583.6	1055.4	0	0	0	680.89	306.4	556.19	14751	764.41	1003.7	354.66	0	0	0	315.74	0	0	6034.4
sp|Q61425|HCDH_MOUSE	547.56	1292.5	782.53	0	581.89	0	828.9	0	373.21	17772	1711.1	1475.3	1237.3	456.37	484.3	843.6	1463.9	0	1476.4	25683	517.45	1213.6	772.46	0	605.41	0	819.41	0	377.29	16734	1617.3	1387.9	1265.7	482.33	503.3	865.68	1443.4	364.4	1456.2	24183
sp|Q61490|CD166_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429.39	0	0	0	0	3043.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.32	0	0	0	0	2865.6
sp|Q61543|GSLG1_MOUSE	698.9	558.54	368.28	946.01	351.47	0	843.94	46.804	456.01	21812	1342	1105.2	1178.7	309.11	729.44	452.82	1401.2	85.994	564.32	23112	660.1	526.77	370.36	932.49	357.94	0	824.79	291.53	446.06	20826	1269.3	1039.5	1192.1	340.19	775.48	462.41	1371.1	378.07	563.84	21903
sp|Q61545|EWS_MOUSE	953.62	1005.5	837.4	1571.5	1316.4	994.66	751.15	63.269	996.5	23811	922.59	598.59	457.58	1072.6	563.74	1103	824.61	0	861.81	16443	901.93	953.12	854.69	1569.8	1299.9	1055.9	798.47	817.03	972.84	22422	871.27	568.17	489.28	1072.8	569.54	1120.7	827.87	489.13	848.77	15482
sp|Q61553|FSCN1_MOUSE	21082	20991	19546	102.76	157.65	0	19780	0	17518	273660	21268	19032	19071	353.76	1085.2	882.63	20891	193.72	19506	266350	19943	19710	19569	339.64	1145.5	0	19129	5501.8	17381	257630	20116	17872	19146	635.94	1976.1	1000.7	20276	6194.2	19306	250890
sp|Q61576|FKB10_MOUSE	2695.2	3078.5	2677.3	0	396.04	0	1615.9	0	1383	33615	3297.9	3214	3247.8	190.62	0	0	2621.7	0	3003.4	46386	2547.2	2890.6	2671.3	0	497.62	0	1579.9	699.96	1353.3	31651	3120.5	3018.9	3238.4	248.5	0	0	2553.2	1066.6	2947.2	43670
sp|Q61584|FXR1_MOUSE	2470.1	2120.5	2218.6	2104.9	1817.1	2252.8	3490.2	125.24	2838.5	58090	0	0	295.06	0	0	0	0	0	0	3785.2	2336.4	2003.1	2246.7	2164.5	1859.1	2285.7	3454.6	890.95	2828.4	54702	0	0	276.53	0	0	0	0	0	0	3564.2
sp|Q61595|KTN1_MOUSE	3576.8	2610.9	2546.5	1152.2	699.06	0	4095.4	0	4335.3	58302	0	0	0	0	0	0	0	0	0	4480.2	3380.7	2458.1	2606.6	1190.2	795.04	0	4012.2	1064.7	4267.4	54942	0	0	0	0	0	0	0	0	0	4480.2
sp|Q61598|GDIB_MOUSE;sp|P50396|GDIA_MOUSE	2470.8	2238.3	1882.2	6681.5	6825.5	7019.3	4636.1	0	4021.6	106330	2895.6	3173.9	3813.4	10873	11653	10495	6522	0	7944.1	146710	2335.8	2136.9	1978.8	6594.6	6603.2	7115.3	4807.5	1841.2	3975.5	100090	2742	3036.3	3869	10688	11291	10660	6924.1	2456.4	7778.1	138110
sp|Q61599|GDIR2_MOUSE	2326.3	2370.5	1589.9	10327	10675	10026	2615.7	0	3203.3	120010	1557	721.22	1417.7	6909.6	6768.9	6724.7	1684.1	0	1713.7	67325	2198.5	2279.2	1703.5	10113	10183	10146	2980.5	1966.3	3135.8	112970	1472.8	716.58	1491.5	6713.9	6481.3	6778.9	1959.3	1334	1689.7	63372
sp|Q61656|DDX5_MOUSE	19730	16442	17373	22149	20430	21158	19659	463.65	19447	429850	9843.8	11914	10495	14571	13526	12900	13907	622.81	11818	256460	18661	15557	17665	22378	20486	21738	20042	8524.4	19186	404670	9315.8	11265	10528	14772	13551	13308	14066	5745.3	11750	241450
sp|Q61686|CBX5_MOUSE	935.8	1118.7	974.18	1636.9	1461.3	1435.6	3567.5	0	4209.1	62388	0	0	0	573.82	224.37	0	1319.9	0	1274.9	13369	885.65	1057	982.13	1645.9	1471.9	1534.4	3540.4	970.45	4125.9	58734	0	0	0	544.94	221.85	0	1289.7	0	1259.9	12588
sp|Q61699|HS105_MOUSE	581.35	329.22	287.61	2990.3	3080.4	2689.1	1181.2	255.15	2101.1	37785	576.61	385.04	906.03	2923.1	2846.8	2807.8	1645.5	0	1514.9	37082	547.93	319.28	278.33	2903.1	2935.1	2745.2	1294.5	977.04	2034.2	35577	546.85	369.52	899.85	2844.6	2757.3	2847.4	1729.1	402.46	1500.3	35013
sp|Q61735|CD47_MOUSE	0	0	0	0	0	0	0	0	0	0	740.29	0	0	0	0	376.35	372.2	0	653.05	10257	0	0	0	0	0	0	0	0	0	0	697.73	0	0	0	0	370.43	368.68	0	632.45	9801.2
sp|Q61753|SERA_MOUSE	6736.7	7265.6	6835.9	10730	13308	10782	6569.7	182.37	6150.9	199870	3955	5052.7	5340	8598	8593.9	8563.5	4859.5	73.564	3759.4	147430	6375	6881.3	6940.9	10788	13027	10977	6947.7	2711.1	6056.8	188140	3741	4786.3	5326.2	8611.2	8458.5	8725	5064.3	2491	3736.7	138780
sp|Q61792|LASP1_MOUSE	1122.4	1679.6	1588	2388	2290.3	2313	2304	0	1768.1	51813	381.72	0	473.54	806.52	432.89	412.43	476.7	0	312.45	16570	1061.8	1586.4	1576	2407.4	2247.2	2380.7	2330	725.72	1747.9	48955	359.77	0	443.8	772.55	410.45	426.02	470.08	0	295.04	15603
sp|Q61879|MYH10_MOUSE	4240.5	3724.1	2628.8	229.57	290.26	664.28	3151.9	0	3508.3	64859	822.03	1389.1	946.84	0	0	0	1380.2	0	1975.9	21368	4006.5	3498.1	2682.8	288.46	323.83	679.95	3080.7	794.11	3426.5	61115	778.32	1304.3	937.25	0	0	0	1355	253.13	1924.4	20118
sp|Q61881|MCM7_MOUSE	1058.3	696.45	591.27	2773.8	3479.2	2403	7290.1	257	6734.4	83193	482.34	1193	1581	3235.8	3103.8	3738.7	8019.9	68.883	7632.9	78522	999.68	666.08	629.25	2715.3	3413.6	2520.5	7222.5	2052	6668.4	78329	456.38	1135.1	1543.9	3205.8	3129	3821.8	7916.9	1905.3	7547.8	73930
sp|Q61937|NPM_MOUSE	24944	20822	25422	32602	30076	28561	16607	308.9	17390	472460	16189	15794	16956	17812	17874	16844	13957	73.764	13501	315660	23602	19728	25563	32664	30015	29249	17499	9405.7	17070	444760	15322	14928	17007	18144	18028	17231	14317	5815.1	13329	297170
sp|Q61941|NNTM_MOUSE	1597.7	2031.6	2274	218.99	565.46	278.45	2361.6	0	1914.4	35730	1893.4	2676.7	1276.7	0	0	720.23	1624.9	0	1735.2	28840	1514.4	1908.9	2233.3	281.4	668.79	309.69	2305.4	0	1907.9	33644	1789.3	2513.3	1308.4	0	0	712.84	1579	0	1707.4	27156
sp|Q61990|PCBP2_MOUSE;sp|P57722|PCBP3_MOUSE	7774	7094.6	5424.1	10596	12402	8301.9	14543	33.916	12940	220290	7651.6	5487	7036.8	7876.4	9929.9	9173.1	16193	467.77	15153	213780	7347.4	6722	5633.7	10629	12199	8700.5	14657	4634.4	12824	207380	7238.1	5193.3	7168.2	7955.9	9958.4	9405.3	16154	5114.7	14996	201290
sp|Q62087|PON3_MOUSE	496.96	487.97	533.49	428.48	456.73	363.53	0	0	416.98	9519.3	0	0	0	0	0	0	0	0	0	0	470.39	460.63	533.29	442.54	461.96	380.65	0	0	393.75	8963.5	0	0	0	0	0	0	0	0	0	0
sp|Q62093|SRSF2_MOUSE	1694.6	1344.6	1235.4	1916.6	1677.1	1996.4	1572.8	0	1996.5	37728	0	0	0	0	0	0	0	0	0	0	1601.8	1273.5	1275.5	1934.3	1674.8	2033.8	1617.6	468.2	1952	35507	0	0	0	0	0	0	0	0	0	0
sp|Q9QUI0|RHOA_MOUSE;sp|Q62159|RHOC_MOUSE;sp|P62746|RHOB_MOUSE	7420.8	7905.7	8534.5	20189	21512	20297	10629	0	13688	312790	7567.1	5793.5	5206	18062	21041	17267	13869	483.41	14408	270680	7026.2	7538.3	8668.1	19982	20913	20635	11426	7181.9	13377	294460	7151.6	5542.8	5558.3	17784	20317	17635	14477	8712.4	14193	254870
sp|Q62167|DDX3X_MOUSE;sp|Q62095|DDX3Y_MOUSE;sp|P16381|DDX3L_MOUSE;sp|Q61496|DDX4_MOUSE	3061.7	3151.2	2231	5196.2	5417.3	5633.6	2679	0	3215.4	88530	2893.2	1972.1	2576.1	2718.6	2931.9	2256	1209.4	34.884	1523.5	47115	2894	2986.8	2279.5	5213.3	5271.1	5690.6	2804.7	1300.5	3134	83527	2735.5	1867.2	2613.3	2738.4	2930.2	2293.5	1286.3	911.55	1479.8	44363
sp|Q62186|SSRD_MOUSE	4862.3	4675.4	3234.1	3283.9	3296.9	2933.1	2476.1	0	2823.5	70870	2248.4	2138.4	1953.1	1930.4	1943.9	1353.3	1792.6	0	1279.1	34052	4594.9	4408.7	3349.3	3418.5	3317.3	3043.6	2569.4	1394.8	2771.2	66717	2126.4	2018.9	1983.3	1985.5	1970.6	1428.6	1817.9	445.19	1283.8	32063
sp|Q62189|SNRPA_MOUSE	3361.9	2405.7	2124.9	5586.8	6130.2	6439.7	4116.8	0	4767.8	97774	4410.8	3806.1	4384.3	9683.3	10303	11289	9784.8	0	8910.5	169340	3176.6	2287.5	2256	5555.9	5956.6	6507.9	4305.1	1946	4676.7	92043	4171.6	3625.8	4487.7	9609.6	10098	11381	9961	2792.9	8829.1	159550
sp|Q62203|SF3A2_MOUSE	0	440.98	272.04	472.24	661.78	910.67	273.11	0	505.09	9764.2	0	0	0	0	0	0	0	0	0	0	0	416.76	262.33	490.01	643.29	900.21	303.02	0	488.54	9194.1	0	0	0	0	0	0	0	0	0	0
sp|Q62241|RU1C_MOUSE	0	0	254.35	457.23	484.03	564.02	658.81	82.151	386.98	8995.5	0	606.02	698.65	690.39	442.38	494.01	520.15	0	780.75	10351	0	0	244.64	443.27	479.85	571.48	654.78	372.13	393.36	8472.2	0	572.97	660.34	700.57	465.41	517.24	532.87	0	759.31	9747.1
sp|Q62261|SPTB2_MOUSE	9962	10820	11286	1050.9	713.36	519.79	10088	484.93	8698.8	176330	8197.5	6416.1	7019.1	278.95	278.78	650.17	6961.4	474.05	6395.8	110610	9427.6	10165	11139	1271.5	986.34	571.44	9763.2	3162.2	8584.9	166040	7750.2	6026.1	7065.6	332.94	313.22	683.25	6749.7	2410.4	6304	104160
sp|Q62318|TIF1B_MOUSE	4856.1	4186.6	4509.7	5622.2	6310.4	5592.4	9129.9	182.76	9083.9	143220	1060.9	1149.7	847	1902.5	1711	1540.1	2098.6	230.58	2480.4	41902	4593.8	3961.5	4588.3	5670.4	6315.1	5785.3	9156.8	3494.8	8965.1	134840	1003	1090.3	876.48	1901.6	1690.8	1605.5	2118.2	1115.8	2431.3	39532
sp|Q62351|TFR1_MOUSE	1632.7	1017.7	831.81	2740.9	2171.3	1937.8	211.88	0	520.07	32712	1593	1303	442.96	1967.7	2591	2270.8	0	0	290.04	28489	1541.9	968.77	873.46	2696.2	2096.9	2007.5	257.93	305.66	500.08	30800	1503.1	1232.3	451.2	1984.7	2466.2	2287.8	0	0	273.88	26826
sp|Q62376|RU17_MOUSE	1196.1	1898.2	1524	1949.8	1856	1940.4	2837.7	0	2799.5	49336	1813.5	1053.5	1705.8	1784.2	1556.2	2208.7	2340.4	67.489	1955.2	35979	1133	1793.4	1521.6	1998.7	1877.7	2004.1	2840.3	1100	2763.9	46597	1715.6	999.34	1723.5	1794.2	1598.8	2235.7	2334.1	866.84	1945.5	33880
sp|Q62418|DBNL_MOUSE	0	0	0	0	0	0	0	0	0	1016.1	370.7	333.7	0	264.97	327.52	577.43	247.51	0	0	4916.7	0	0	0	0	0	0	0	0	0	1016.1	349.38	314.84	0	281.28	311.67	566.86	249	0	0	4629.7
sp|Q62422|OSTF1_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093.4
sp|Q62425|NDUA4_MOUSE	3165.6	3247.6	3502.7	1316.2	1659	1463.7	580.63	0	1200.8	50252	1464.7	1204.7	1158.9	534.21	779.41	750.17	977.95	0	540.93	15076	2996.7	3056.9	3483.1	1444.1	1745.4	1516	659.8	735.97	1158.5	47303	1384.9	1134.2	1180.3	592.91	815.75	760.14	973.97	395.7	552.27	14194
sp|Q62426|CYTB_MOUSE	0	0	0	0	0	0	0	0	0	0	612.5	258.52	306.64	515.45	502.42	759.91	594.22	0	876.28	12805	0	0	0	0	0	0	0	0	0	0	578.43	245.68	328.93	517.49	499.86	765.37	608.18	0	852.66	12058
sp|Q62433|NDRG1_MOUSE	0	766.79	592.64	0	1241.9	388.17	668.42	0	844.88	26065	0	0	389.49	369.4	0	0	301.99	0	312.29	5443.9	0	719.99	564.75	0	1214	402.64	690.5	477.05	826.16	24540	0	0	365.6	350.81	0	0	293.18	0	307.7	5126.1
sp|Q62446|FKBP3_MOUSE	0	0	460.62	1099.6	829.1	602.7	785.09	0	266.76	13735	435.2	539.62	328.09	1405.1	962.05	1180.9	683.54	0	726.3	12732	0	0	441.76	1053.9	818.5	644.61	787.07	0	285.2	12933	411.41	514.7	343.76	1386.3	934.96	1202.9	710.33	0	714.83	11989
sp|Q62448|IF4G2_MOUSE	388.55	384.31	286.37	415.22	727.83	609.7	517.58	0	523.14	11378	376.02	0	0	0	422.59	485.31	0	0	0	4441.1	367.29	363.22	299.24	427.57	709.57	615.34	537.1	297.7	515.95	10712	354.4	0	0	0	397.92	467.06	0	0	0	4181.8
sp|Q62465|VAT1_MOUSE	4390.7	3532.5	4052.2	1709.2	1539.8	1871.2	2753.2	0	1221.3	58289	4396.7	3728	3823.2	1249.8	2032.5	1585.5	2333.2	98.411	1915.5	44006	4153.4	3324.7	4071.3	1868.8	1682.2	1949.1	2702.3	1045.7	1253.9	54875	4158.3	3507.6	3861.3	1439.9	2172.1	1634	2349.1	1141.2	1907.7	41431
sp|Q62470|ITA3_MOUSE	512.35	995.47	947.07	0	0	0	0	0	296.21	10496	0	0	0	0	0	0	0	0	0	0	484.63	934.71	917.05	0	0	0	0	0	279.7	9882.9	0	0	0	0	0	0	0	0	0	0
sp|Q62523|ZYX_MOUSE	465.22	1130.7	1194.2	0	200.4	0	327.91	62.835	0	12727	0	442.95	794.91	0	0	0	370.59	0	413.17	6658.3	440.71	1061.7	1148.7	0	228.22	0	318.68	259.11	0	11985	0	415.91	745.7	0	0	0	360.6	0	405.87	6269.6
sp|Q64012|RALY_MOUSE	3022.2	2768.6	3951.1	3902.3	4942.6	4106	4995.1	0	5118.7	93641	4993.1	4634.5	4958	6506.5	6320	5468.9	7379.3	37.529	6474.5	122810	2861.4	2619.1	3919.4	3903.7	4954.5	4216.7	5085.5	1152.7	5033.6	88147	4724.7	4386.6	5006.2	6549.7	6331.8	5668.9	7435.8	2494.7	6415	115620
sp|Q64133|AOFA_MOUSE	17275	15347	15970	1116.4	1204.8	1887.1	2326.7	0	2833	149310	19887	20445	16853	1170.9	1886.5	1944	3187.9	0	5059.5	168860	16341	14417	15977	1955.5	2025.8	2088	2286.4	2703.4	2773.8	140560	18807	19203	16964	1911.4	2750.8	2100.4	3223.1	3727.1	4912.8	158970
sp|Q64152|BTF3_MOUSE	0	0	0	0	0	0	0	0	0	0	2523.8	2582.5	2628.5	4264.4	4635	3493.3	3564.8	0	3840.5	70440	0	0	0	0	0	0	0	0	0	0	2388.6	2449.2	2663.2	4263.5	4570.2	3609	3687.6	1047.5	3777.7	66298
sp|Q64213|SF01_MOUSE	369.95	1177.1	656.09	1364	1098.9	907.55	1503.4	0	1236.4	23763	0	0	0	0	279.03	325.35	482.29	0	0	3890.8	351.14	1111.6	649.74	1381.7	1090	959.67	1503.5	350.39	1216.9	22369	0	0	0	0	269.11	314.84	467.96	0	0	3663.6
sp|Q64282|IFIT1_MOUSE	0	0	0	367.9	0	0	2153.2	0	1741	18836	0	0	454.72	436.6	262.34	0	2253.6	160.87	1339.3	16978	0	0	0	349.39	0	0	2077	567.31	1735.3	17736	0	0	431.03	414.62	289.57	0	2173.3	416.37	1360.2	15991
sp|Q64302|T4S1_MOUSE	2116.9	2299.1	2463.3	0	0	0	455.5	0	486.9	21380	633.93	939.92	1005.5	0	0	0	0	0	0	6053.4	2004.4	2158.8	2431.2	0	0	0	442.64	0	479.09	20132	601.26	882.56	978.85	0	0	0	0	0	0	5700
sp|Q64310|SURF4_MOUSE	0	0	0	0	0	0	0	0	0	0	395.88	300.6	0	0	275.7	0	0	0	0	4065	0	0	0	0	0	0	0	0	0	0	373.12	282.25	0	0	259.6	0	0	0	0	3827.6
sp|Q64339|ISG15_MOUSE	0	0	618.19	2171	2897.5	1455.5	20098	0	18531	162840	0	446.72	0	982.12	1077.8	767.27	14986	0	12118	99736	0	0	630.21	2085.1	3047.5	1658.1	19590	3172.4	18351	153290	0	421.96	0	972.28	1153.4	944.33	14508	2069.7	12078	93890
sp|Q64429|CP1B1_MOUSE	0	598.22	0	0	0	0	234.09	0	0	5145.5	342.81	539.4	0	0	0	0	301.33	0	0	4302.2	0	561.71	0	0	0	0	220.63	0	0	4845.1	323.1	506.48	0	0	0	0	284.01	0	0	4051
sp|Q64433|CH10_MOUSE	48025	44535	40363	25011	20458	20767	35441	0	32461	748000	32497	27101	30966	17965	18942	17843	26254	0	24868	476540	45415	41959	40868	26804	22145	22031	35274	13888	32155	704110	30745	25549	31135	18976	20035	18457	26323	6619.2	24596	448520
sp|Q64449|MRC2_MOUSE	0	343.21	246.95	0	0	0	0	0	342.63	3294.7	0	0	0	0	0	0	0	0	0	0	0	322.26	231.44	0	0	0	0	0	323.54	3102.4	0	0	0	0	0	0	0	0	0	0
sp|Q64511|TOP2B_MOUSE;sp|Q01320|TOP2A_MOUSE	5020.6	4329.5	4030	3330.3	5681.7	3620.7	3149.5	0	2782.6	80243	0	0	0	0	0	0	0	0	0	0	4747.1	4084.2	4124.8	3479.8	5632.2	3707.6	3278	1247.3	2761.1	75532	0	0	0	0	0	0	0	0	0	0
sp|Q64514|TPP2_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1244.9
sp|Q64521|GPDM_MOUSE	911.43	1454.5	759.06	0	0	277.7	652.64	34.539	964.76	17964	0	0	399.16	0	0	0	0	0	0	4756.2	861.87	1365.8	765.03	0	0	276.86	632.56	267.37	938.69	16916	0	0	374.1	0	0	0	0	0	0	4569.3
sp|Q64523|H2A2C_MOUSE;sp|Q6GSS7|H2A2A_MOUSE;sp|Q8CGP6|H2A1H_MOUSE;sp|Q8R1M2|H2AJ_MOUSE;sp|Q8CGP7|H2A1K_MOUSE;sp|Q8CGP5|H2A1F_MOUSE;sp|Q8BFU2|H2A3_MOUSE;sp|P22752|H2A1_MOUSE;sp|Q64522|H2A2B_MOUSE	9948.5	10883	7438.3	16951	17413	18724	18695	0	17675	309700	12388	18416	14449	20107	20929	22528	26474	0	27143	456410	9404.4	10315	7758.8	17063	17099	18992	18940	5719.4	17483	291540	11730	17404	14520	20581	20931	22929	26701	6806.9	26740	429570
sp|Q64669|NQO1_MOUSE	0	0	0	0	0	0	0	0	0	0	775.86	686.83	337.08	831.86	839.16	610.05	256.69	0	502.28	11692	0	0	0	0	0	0	0	0	0	0	732.52	649.65	369.69	841.71	813.93	635.76	295.99	0	485.18	11010
sp|Q64674|SPEE_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q64727|VINC_MOUSE	6000	5823.3	4774.9	570.65	449.3	900.18	9447.7	0	9557	132480	8713.5	7397	9475.5	1619.9	2958.3	2238.4	16166	101.11	16896	191340	5671.8	5471.2	4822.8	733.98	519.79	926	9187.8	1944.5	9425.3	124740	8244.9	6954.8	9423.5	1871.8	3366.2	2305.5	15841	2845.4	16640	180210
sp|Q64737|PUR2_MOUSE	0	0	0	604.2	612.3	781.92	181.05	0	324.23	12615	0	0	0	0	0	0	0	0	0	0	0	0	0	586.35	579.25	783.1	208.92	0	313.85	12086	0	0	0	0	0	0	0	0	0	0
sp|Q68FD5|CLH1_MOUSE	28318	24069	26026	28286	34161	33928	27534	336.8	23472	588130	18710	19716	22276	20369	23018	20908	23435	1383.7	20644	422700	26786	22758	26404	28846	34089	34354	28203	9879.8	23274	553830	17715	18625	22199	20821	23256	21357	23736	9626.1	20453	398140
sp|Q68FE9|TSH2_MOUSE	0	0	0	0	395.89	0	4888.1	0	4220.6	31983	0	0	0	0	0	0	2617.3	140.92	2687	19960	0	0	0	0	441.27	0	4741.6	858.7	4192.8	30113	0	0	0	0	0	0	2540.4	737.32	2648.3	18798
sp|Q80SW1|SAHH2_MOUSE;sp|Q68FL4|SAHH3_MOUSE	1874	1075.3	1091.4	1116.4	1121.5	1007.1	1117.6	72.608	914.28	24432	0	0	0	0	0	0	0	0	0	0	1770.3	1016	1144.3	1142.1	1136.1	1048.7	1132.2	845.22	910.74	23007	0	0	0	0	0	0	0	0	0	0
sp|Q68FL6|SYMC_MOUSE	565.59	0	262.36	1211.6	1448.6	1026.3	617.47	0	522.51	15661	2237.1	2300.3	2165	2184.7	1694.4	1693.7	1287.4	0	1209.5	40056	534.06	0	294.57	1167.1	1388.2	1053.6	665.84	0	519.58	14747	2116.6	2172.3	2177.7	2242.3	1741.4	1769.8	1327.9	629.44	1182.7	37711
sp|Q69ZN7|MYOF_MOUSE	11868	10619	11270	3331.5	3010.3	4152.7	5042.2	492.76	5524.4	166670	12032	10724	10666	3723.5	2740.2	4105.1	4953	305.21	3864.8	158950	11226	9989.6	11219	3730.8	3292.3	4282.6	5017.2	3027.3	5405.4	157410	11380	10090	10667	4080.7	3053.6	4256.3	4884.1	2821.7	3787.3	149850
sp|Q6A070|CREC1_MOUSE	3067.2	2026.5	2376.1	2673.3	3075.1	2804.7	3210	0	2822.7	55557	0	0	0	0	0	0	0	0	0	0	2899.7	1918.1	2441.2	2707.5	3080.9	2870	3250.4	1406.3	2801.6	52304	0	0	0	0	0	0	0	0	0	0
sp|Q6A0A9|F120A_MOUSE	444.45	616.2	574.52	288.38	353.58	315.72	0	0	0	6262.2	0	0	0	0	294.36	0	0	0	0	2143.3	421.05	580.24	567.66	316.55	366.86	323.07	0	0	0	5896.7	0	0	0	0	277.17	0	0	0	0	2018.2
sp|Q6A4J8|UBP7_MOUSE	0	0	0	0	0	0	0	210.75	0	2086.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.1	0	1969.6	0	0	0	0	0	0	0	0	0	0
sp|Q6DFW4|NOP58_MOUSE	835.52	655.14	735.01	262.76	439.85	593.83	994.98	0	306.42	15957	0	0	0	0	0	0	0	0	0	1304.2	790.24	616.65	743.32	299.06	470.99	598.46	967.29	286.11	331.55	15090	0	0	0	0	0	0	0	0	0	1304.2
sp|Q6IRU2|TPM4_MOUSE	15849	15668	14615	4949.5	6927.4	5994.2	16604	0	17097	266130	20337	17702	17126	6861.7	4653.6	7540.4	23172	0	20748	317850	14993	14740	14696	5752.9	7578.3	6300.3	16443	5003.8	16848	250620	19232	16661	17312	7717.9	5678.9	7929.7	22631	4298.6	20552	299190
sp|Q6IRU5|CLCB_MOUSE	488.15	0	603.02	0	0	0	0	0	442.22	9500.5	0	0	0	518.98	327.45	612.06	404.63	0	0	6179.7	461.01	0	593.22	0	0	0	0	0	417.58	8945.8	0	0	0	502.69	313.67	613.3	397.09	0	0	5818.9
sp|Q6NV83|SR140_MOUSE	0	420.19	703.72	415.88	490.33	1052.4	776.24	9.5984	0	15222	0	0	0	0	0	0	0	0	0	0	0	396.92	666.07	428.93	489.05	1042.1	755.16	341.11	0	14334	0	0	0	0	0	0	0	0	0	0
sp|Q6NVF9|CPSF6_MOUSE	318.18	371.71	476.4	1394.3	898.84	1034.1	1157.3	0	769.96	22016	0	0	0	0	277.74	0	0	0	0	4048.8	301.67	354.6	468.08	1363.4	890.49	1081.1	1155	0	776.15	20731	0	0	0	0	261.52	0	0	0	0	3812.5
sp|Q6NXH2|MANEA_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q6NZB0|DNJC8_MOUSE	804.09	827.39	613.36	3232.4	3088.9	2009.3	1925.7	0	2219.7	38379	433.61	585.55	375.14	1066.3	1746	1932.3	1210	0	692.58	22993	760.16	795.31	656.7	3152.5	2972.3	2106.2	2024.1	500.69	2177.7	36120	410.09	555.89	396.88	1079.4	1682.9	1911.7	1243.2	344.87	705.31	21641
sp|Q6NZJ6|IF4G1_MOUSE	466.96	401.73	521.29	413.86	869.47	1252.6	386.82	202.54	732.68	13051	742.59	1094.7	354.45	997.06	1308.1	1550	772.25	0	735.18	18965	440.11	379.57	498.29	432.68	855.28	1229.5	426.4	517.98	708.27	12294	701.22	1033.6	382.4	1038.6	1263.6	1544.8	810.8	260.81	726.98	17857
