Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
P62280	340.35	318.9	437.2	516.94	425.34	826.85	1236.7	408.55	666.3	13263	340.35	318.9	437.2	516.94	425.34	826.85	1236.7	408.55	666.3	13263
P62310	64.56	75.669	76.146	156.59	84.13	118.08	248.18	53.756	89.002	1402.9	64.56	75.669	76.146	156.59	84.13	118.08	248.18	53.756	89.002	1402.9
P62316	35.201	43	47.423	95.784	61.817	182.44	185.47	43.641	56.597	985.83	35.201	43	47.423	95.784	61.817	182.44	185.47	43.641	56.597	985.83
P62318	117.76	77.683	92.522	162.92	90.616	199.95	299.39	107.94	130.66	2686.8	117.76	77.683	92.522	162.92	90.616	199.95	299.39	107.94	130.66	2686.8
P62328;CON__P21752;P63313;O14604	876.04	1598.3	1509.4	1621	1524.8	3132.8	6204.2	6756.6	2582	219830	876.04	1598.3	1509.4	1621	1524.8	3132.8	6204.2	6756.6	2582	219830
P62424	350.05	284.28	450.33	631.34	603.07	612.21	1261.4	372.53	501.65	10412	350.05	284.28	450.33	631.34	603.07	612.21	1261.4	372.53	501.65	10412
P62701	71.194	24.063	49.035	64.087	41.457	71.467	303.77	60.475	75.122	2347.6	71.194	24.063	49.035	64.087	41.457	71.467	303.77	60.475	75.122	2347.6
P63267;P68133;P68032;P62736	25.555	0	0	41.043	25.845	66.061	93.548	40.155	42.378	896.89	25.555	0	0	41.043	25.845	66.061	93.548	40.155	42.378	896.89
P62750	208.69	206.85	235.31	275.72	274.37	333.91	594.36	211.63	309.06	5491.4	208.69	206.85	235.31	275.72	274.37	333.91	594.36	211.63	309.06	5491.4
P62753	53.253	151.57	81.755	140.3	149.53	69.378	287.31	216.51	126.66	4947.4	53.253	151.57	81.755	140.3	149.53	69.378	287.31	216.51	126.66	4947.4
P62805	1855.7	2369.7	3111.7	4179.4	3018.7	5966.3	8779.1	4632.8	4637.9	120100	1855.7	2369.7	3111.7	4179.4	3018.7	5966.3	8779.1	4632.8	4637.9	120100
P62826	107.95	86.039	294.69	180.41	122.66	227.05	929.69	155.31	291.05	4438.1	107.95	86.039	294.69	180.41	122.66	227.05	929.69	155.31	291.05	4438.1
P62829	75.777	155.17	191.81	308.81	189.9	356	646.16	299.48	256.9	10941	75.777	155.17	191.81	308.81	189.9	356	646.16	299.48	256.9	10941
P62847	151.77	238.19	181.82	293.82	241.38	135.94	756.11	412.3	338.17	11460	151.77	238.19	181.82	293.82	241.38	135.94	756.11	412.3	338.17	11460
P62851	81.696	91.28	87.092	149.66	67.158	257.26	266.62	119.62	131.99	3357.7	81.696	91.28	87.092	149.66	67.158	257.26	266.62	119.62	131.99	3357.7
Q5JNZ5;P62854	163.42	155.96	153.52	186.78	136.83	199.49	343.56	159.18	167.83	3461.2	163.42	155.96	153.52	186.78	136.83	199.49	343.56	159.18	167.83	3461.2
P62857	100.81	77.778	173.76	265.14	127.84	292.95	638.19	176.62	219.76	4140.8	100.81	77.778	173.76	265.14	127.84	292.95	638.19	176.62	219.76	4140.8
P62906	198.78	111.43	222.56	274.23	272.81	439.45	595.48	313.7	260.42	6805.4	198.78	111.43	222.56	274.23	272.81	439.45	595.48	313.7	260.42	6805.4
P62913	293.34	211.57	458.19	609.68	308.37	593.07	1293.1	364.9	481.24	9538.5	293.34	211.57	458.19	609.68	308.37	593.07	1293.1	364.9	481.24	9538.5
P62937;P0DN37;P0DN26;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284	553.59	650.49	741.24	1139.6	864.75	1610.3	1874.2	2559	1325.9	66100	553.59	650.49	741.24	1139.6	864.75	1610.3	1874.2	2559	1325.9	66100
P62942	67.852	81.147	74.237	155.04	95.531	127.1	206.64	44.252	120.2	1811.2	67.852	81.147	74.237	155.04	95.531	127.1	206.64	44.252	120.2	1811.2
P63104;P27348;Q04917;P31946;P61981	648.05	461.14	588.93	1521.8	939.9	1448.5	2380.3	1013.4	1103.3	26875	648.05	461.14	588.93	1521.8	939.9	1448.5	2380.3	1013.4	1103.3	26875
Q9GZV4;Q6IS14;P63241	24.967	67.104	21.52	61.917	21.017	104.29	123.06	23.361	64.391	597.29	24.967	67.104	21.52	61.917	21.017	104.29	123.06	23.361	64.391	597.29
P63244	265.53	198.25	341.77	415.18	407.72	584.46	1206.1	342.59	410.39	8713.7	265.53	198.25	341.77	415.18	407.72	584.46	1206.1	342.59	410.39	8713.7
P67809;Q9Y2T7;P16989	140.06	107.82	178.38	292.09	106.86	287.83	424.71	59.502	178.89	2576.8	140.06	107.82	178.38	292.09	106.86	287.83	424.71	59.502	178.89	2576.8
P68104;Q5VTE0;Q05639	1447.6	5227.9	2599.1	5091.6	3195.9	4331.4	7187.4	4274.2	3600.5	92088	1447.6	5227.9	2599.1	5091.6	3195.9	4331.4	7187.4	4274.2	3600.5	92088
P68371;P04350;Q3ZCM7	605.57	684.51	1087.4	1390.7	974.98	2013.4	2657	951.33	1224.8	25832	605.57	684.51	1087.4	1390.7	974.98	2013.4	2657	951.33	1224.8	25832
Q71DI3;Q16695;P68431;P84243;Q6NXT2	1030.6	1814.4	1211.5	2339.6	1880.9	1658.1	3203.9	3053.7	2137	83863	1030.6	1814.4	1211.5	2339.6	1880.9	1658.1	3203.9	3053.7	2137	83863
P68871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P78371	254.36	228.32	299.28	347.6	340.62	424.51	748.43	333.21	335.12	7481.6	254.36	228.32	299.28	347.6	340.62	424.51	748.43	333.21	335.12	7481.6
