Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
P52434	43.74	0	50.061	35.922	205.76	39.359	85.204	89.485	117.95	1420.3	43.74	0	50.061	35.922	205.76	39.359	85.204	89.485	117.95	1420.3
P52565	407.79	223.77	335.07	288.36	535.42	288.56	462.61	298.5	655.03	7438.2	407.79	223.77	335.07	288.36	535.42	288.56	462.61	298.5	655.03	7438.2
P53618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53621	430.2	470.53	506.33	508.66	784.52	713.17	728.6	748.05	1158.3	23315	430.2	470.53	506.33	508.66	784.52	713.17	728.6	748.05	1158.3	23315
P54136	62.395	0	46.082	39.908	102.44	26.169	46.942	89.149	131.89	2158.4	62.395	0	46.082	39.908	102.44	26.169	46.942	89.149	131.89	2158.4
P54577	144.23	43.449	191.03	98.069	248.6	158.28	119.09	141.37	236.09	5408.7	144.23	43.449	191.03	98.069	248.6	158.28	119.09	141.37	236.09	5408.7
P54709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54819	200.73	85.583	251.06	196.18	234.73	229.12	263.45	442.85	369.37	10637	200.73	85.583	251.06	196.18	234.73	229.12	263.45	442.85	369.37	10637
P55036	72.227	38.742	78.815	88.759	104.29	77.865	85.712	72.422	113.22	3689.1	72.227	38.742	78.815	88.759	104.29	77.865	85.712	72.422	113.22	3689.1
P55060	324.26	381.27	376.84	380.01	538.39	492.28	355.4	525.02	730.36	14435	324.26	381.27	376.84	380.01	538.39	492.28	355.4	525.02	730.36	14435
P55072	137.36	77.494	178.4	142.23	302.43	100.04	154.46	200.53	570.62	5782.8	137.36	77.494	178.4	142.23	302.43	100.04	154.46	200.53	570.62	5782.8
P55084	443.93	224.75	515.31	552.45	1040.8	482.25	1219	486.11	883.36	12925	443.93	224.75	515.31	552.45	1040.8	482.25	1219	486.11	883.36	12925
P55265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55786	96.363	64.085	90.797	97.657	180.78	119.35	75.452	140.22	185.43	3530.1	96.363	64.085	90.797	97.657	180.78	119.35	75.452	140.22	185.43	3530.1
P55884	97.046	70.69	88.085	65.048	176.69	91.224	93.982	124.77	260.44	6411.3	97.046	70.69	88.085	65.048	176.69	91.224	93.982	124.77	260.44	6411.3
P56134	257.04	232.92	291.84	230.45	383.44	282.16	263.74	432.54	487.89	9517	257.04	232.92	291.84	230.45	383.44	282.16	263.74	432.54	487.89	9517
P56192	91.539	77.471	197.18	104.74	161.82	144.07	120.28	115.98	172.21	3886.6	91.539	77.471	197.18	104.74	161.82	144.07	120.28	115.98	172.21	3886.6
Q5VTU8;P56381	106.87	88.788	151.81	102.02	247.2	92.877	234.4	194.58	243.9	6006.7	106.87	88.788	151.81	102.02	247.2	92.877	234.4	194.58	243.9	6006.7
P56385	96.386	0	187.8	56.863	145.09	48.64	56.47	106.06	98.606	4264.1	96.386	0	187.8	56.863	145.09	48.64	56.47	106.06	98.606	4264.1
P59998	0	20.374	46.12	24.13	52.6	46.615	0	49.038	83.902	1226.3	0	20.374	46.12	24.13	52.6	46.615	0	49.038	83.902	1226.3
P60174	197.98	161.16	225.44	244.85	438.39	285.94	233.12	434.38	474.24	11701	197.98	161.16	225.44	244.85	438.39	285.94	233.12	434.38	474.24	11701
P60228	358.57	408.07	448.29	432.75	661.03	395.87	621.56	1399.6	835.65	57186	358.57	408.07	448.29	432.75	661.03	395.87	621.56	1399.6	835.65	57186
P63261;P60709;Q562R1;Q6S8J3;A5A3E0;P0CG38;Q9BYX7;P0CG39	2822.2	2521.5	3063	3987.9	6040.1	3009.3	4238.2	5082	7032.9	141290	2822.2	2521.5	3063	3987.9	6040.1	3009.3	4238.2	5082	7032.9	141290
P60842;Q14240	1199.6	580.95	1344.5	1079.9	2104.1	1154.8	1670.2	2696.7	2321.9	72161	1199.6	580.95	1344.5	1079.9	2104.1	1154.8	1670.2	2696.7	2321.9	72161
P60866	55.694	44.082	57.278	74.571	177.17	65.738	89.422	209.47	218.69	8723.4	55.694	44.082	57.278	74.571	177.17	65.738	89.422	209.47	218.69	8723.4
P60891	109.32	63.226	81.855	110.95	135.01	57.318	56.63	168.62	107.97	3486.4	109.32	63.226	81.855	110.95	135.01	57.318	56.63	168.62	107.97	3486.4
P60900	188.6	96.267	146.98	138.2	207.39	102.95	215.7	138.1	338.03	5093.8	188.6	96.267	146.98	138.2	207.39	102.95	215.7	138.1	338.03	5093.8
P61081	927.97	722.54	896.83	969.24	1868.1	913.93	1388.4	1738.4	1765.7	48504	927.97	722.54	896.83	969.24	1868.1	913.93	1388.4	1738.4	1765.7	48504
P61088	44.695	39.843	54.161	40.934	80.66	107.67	57.358	102.97	104.09	2987.7	44.695	39.843	54.161	40.934	80.66	107.67	57.358	102.97	104.09	2987.7
P61106	281.74	79.992	165.41	117.94	408.22	197.62	254.15	84.239	260.05	3658.5	281.74	79.992	165.41	117.94	408.22	197.62	254.15	84.239	260.05	3658.5
P61160	264.21	163.12	264.7	155.56	438.15	218.91	420.82	219.26	450.36	5153.1	264.21	163.12	264.7	155.56	438.15	218.91	420.82	219.26	450.36	5153.1
P84077;P61204	792.26	570.09	1086.4	670.24	1344.8	819.54	1061.4	1205.1	1676.4	35937	792.26	570.09	1086.4	670.24	1344.8	819.54	1061.4	1205.1	1676.4	35937
P61224;P62834;A6NIZ1	275.28	228.2	494.41	261.65	644.9	334.1	367.5	457.66	537.15	13377	275.28	228.2	494.41	261.65	644.9	334.1	367.5	457.66	537.15	13377
P61247	657.14	409.57	676.23	574.72	1179.8	762.94	853.17	1432.7	1259.5	35725	657.14	409.57	676.23	574.72	1179.8	762.94	853.17	1432.7	1259.5	35725
Q9UNX3;P61254	237	214.54	216.33	315.14	777.48	320.78	558.85	382.25	451.01	9437.7	237	214.54	216.33	315.14	777.48	320.78	558.85	382.25	451.01	9437.7
P61289	187.02	102.28	220.82	153.55	260.68	191.86	243.72	267.87	357.41	8489.3	187.02	102.28	220.82	153.55	260.68	191.86	243.72	267.87	357.41	8489.3
P61313	339.69	154.69	351.12	266.31	646.84	295.15	472.31	774.22	1040	25423	339.69	154.69	351.12	266.31	646.84	295.15	472.31	774.22	1040	25423
P61326;Q96A72	132.21	99.57	145.21	106.84	300.95	132.26	183.89	222	349.93	8679	132.21	99.57	145.21	106.84	300.95	132.26	183.89	222	349.93	8679
P61353	169.45	121.88	228.61	157.04	347.23	226.34	290.46	471.47	434.55	13638	169.45	121.88	228.61	157.04	347.23	226.34	290.46	471.47	434.55	13638
P61604	349.48	291.35	496.71	360.49	733.58	391.2	641.37	856.68	733.6	25025	349.48	291.35	496.71	360.49	733.58	391.2	641.37	856.68	733.6	25025
P61803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61978	516.95	255.56	479.58	429.14	826.74	442.03	565.92	1091.5	1044.2	32030	516.95	255.56	479.58	429.14	826.74	442.03	565.92	1091.5	1044.2	32030
P62081	446.69	213.41	460.68	411.49	856.63	345.65	566.71	1095.9	981.26	29231	446.69	213.41	460.68	411.49	856.63	345.65	566.71	1095.9	981.26	29231
P62191	110.47	50.199	85.144	119.49	168.85	130.63	72.171	170.78	276.87	5330.5	110.47	50.199	85.144	119.49	168.85	130.63	72.171	170.78	276.87	5330.5
P62195	191.3	143.26	277	236.77	405.4	227.75	317.45	245.6	342.3	6563.6	191.3	143.26	277	236.77	405.4	227.75	317.45	245.6	342.3	6563.6
P62241	530.25	328.85	601.48	546.01	1303.2	505.79	651.69	1409.5	1361.6	38232	530.25	328.85	601.48	546.01	1303.2	505.79	651.69	1409.5	1361.6	38232
P62244	592.87	516.94	445.46	536.92	1439.5	720.38	972.02	1372.1	1431.8	36389	592.87	516.94	445.46	536.92	1439.5	720.38	972.02	1372.1	1431.8	36389
P62249	912.62	620.06	998.28	922.01	2887.4	1099.2	2055.3	1300.4	1619.7	33148	912.62	620.06	998.28	922.01	2887.4	1099.2	2055.3	1300.4	1619.7	33148
P62258	1788.3	1219.6	2239.4	2073	4184.9	2220.9	3021.1	3769.3	5922.2	99274	1788.3	1219.6	2239.4	2073	4184.9	2220.9	3021.1	3769.3	5922.2	99274
P62263	571.65	295.34	465.89	434.51	1415.3	392.18	837.22	726.41	1143.2	20177	571.65	295.34	465.89	434.51	1415.3	392.18	837.22	726.41	1143.2	20177
P62269	39.189	0	49.009	58.029	71.437	86.516	54.479	77.861	114.35	3202.4	39.189	0	49.009	58.029	71.437	86.516	54.479	77.861	114.35	3202.4
P62273	245.67	65.498	241.51	92.314	187.46	129.07	131.3	409.38	574.53	16012	245.67	65.498	241.51	92.314	187.46	129.07	131.3	409.38	574.53	16012
P62277	207.28	226.23	406.78	269.9	529.74	294.96	362.69	799.89	554.94	21150	207.28	226.23	406.78	269.9	529.74	294.96	362.69	799.89	554.94	21150
P62280	1333.7	894.85	1186.1	1495.3	2252.7	1260.2	2267.3	2301.9	3127.3	59651	1333.7	894.85	1186.1	1495.3	2252.7	1260.2	2267.3	2301.9	3127.3	59651
P62304	146.2	82.984	187.53	151.36	351.93	156.41	192.71	181.34	317.34	6135.6	146.2	82.984	187.53	151.36	351.93	156.41	192.71	181.34	317.34	6135.6
P62312	301.05	125.42	349.21	209.33	543.84	233.62	350.89	346.02	477.6	9794.9	301.05	125.42	349.21	209.33	543.84	233.62	350.89	346.02	477.6	9794.9
P62314	314.35	156.61	472.48	278.35	668.17	365.21	383.97	404.5	544.05	10607	314.35	156.61	472.48	278.35	668.17	365.21	383.97	404.5	544.05	10607
P62316	247.66	174.57	326.9	392.12	834.62	428.89	456.76	639.93	804.12	20515	247.66	174.57	326.9	392.12	834.62	428.89	456.76	639.93	804.12	20515
P62318	25.244	56.32	39.819	81.426	145.86	99.434	126.57	91.993	150.98	4269.4	25.244	56.32	39.819	81.426	145.86	99.434	126.57	91.993	150.98	4269.4
P62333	72.381	55.671	75.785	84.822	240.04	71.966	97.575	71.285	111.89	2505.3	72.381	55.671	75.785	84.822	240.04	71.966	97.575	71.285	111.89	2505.3
P62424	819.18	785.37	1031.8	907.46	1905	961.88	1137.9	1625.8	2011.2	49320	819.18	785.37	1031.8	907.46	1905	961.88	1137.9	1625.8	2011.2	49320
P62491;Q15907	580.52	243.58	533.39	414.38	974.8	544.84	665.11	759.56	1189.1	23633	580.52	243.58	533.39	414.38	974.8	544.84	665.11	759.56	1189.1	23633
P62495	140.65	74.801	129.47	129.79	291.91	98.156	192.24	471.32	361.44	9423.3	140.65	74.801	129.47	129.79	291.91	98.156	192.24	471.32	361.44	9423.3
P62701;Q8TD47;P22090	866.61	541.12	934.57	728.67	1314	811.46	1023.7	1610.7	1666.8	39801	866.61	541.12	934.57	728.67	1314	811.46	1023.7	1610.7	1666.8	39801
P63267;P68133;P68032;P62736	162.59	168.11	199.22	246.01	267.92	144.43	263.95	157.23	313.69	7018.1	162.59	168.11	199.22	246.01	267.92	144.43	263.95	157.23	313.69	7018.1
P62750	473.65	292	480.81	522.07	851.83	568.93	777.83	1297.6	1096.6	34511	473.65	292	480.81	522.07	851.83	568.93	777.83	1297.6	1096.6	34511
P62753	679.93	327.03	922.81	461.55	1720.6	644.2	907.05	734.75	1254	20735	679.93	327.03	922.81	461.55	1720.6	644.2	907.05	734.75	1254	20735
P62805	3453.9	3378	5067.1	2867.8	10445	6831.8	6461.4	9809.7	7560.6	290530	3453.9	3378	5067.1	2867.8	10445	6831.8	6461.4	9809.7	7560.6	290530
Q9H0U4;P62820;Q92928;Q92930;P61006;P61026;P51153;P59190	636	612.47	678.32	544.21	972.37	602.08	630.08	1053.8	981.5	27543	636	612.47	678.32	544.21	972.37	602.08	630.08	1053.8	981.5	27543
P62826	793.76	664.91	1214.5	1000.7	1729.3	917.1	1424.8	2063.9	2208.6	57635	793.76	664.91	1214.5	1000.7	1729.3	917.1	1424.8	2063.9	2208.6	57635
P62829	150.21	61.397	155.13	94.337	212.03	177.61	178.44	500.2	465.69	13696	150.21	61.397	155.13	94.337	212.03	177.61	178.44	500.2	465.69	13696
P62841	130.57	75.855	112.05	123.75	196.43	121.24	201.01	247.45	197.33	8174.2	130.57	75.855	112.05	123.75	196.43	121.24	201.01	247.45	197.33	8174.2
P62847	647.74	486.48	829.38	797.14	1591.1	615.03	1177.6	1395.2	1110.1	35854	647.74	486.48	829.38	797.14	1591.1	615.03	1177.6	1395.2	1110.1	35854
P62851	528.41	504.98	569.96	562.3	972.67	812.1	657.98	1441.3	1264.5	43507	528.41	504.98	569.96	562.3	972.67	812.1	657.98	1441.3	1264.5	43507
P62854;Q5JNZ5	337.36	212.22	459.51	281.37	791.12	332.79	612.43	475.83	702.68	11739	337.36	212.22	459.51	281.37	791.12	332.79	612.43	475.83	702.68	11739
P62857	702.03	201.3	764.5	489.98	1155.1	664.14	1201.2	1341.2	1226	37764	702.03	201.3	764.5	489.98	1155.1	664.14	1201.2	1341.2	1226	37764
P62861	74.554	99.852	99.438	120.47	165.37	135.3	97.111	223.81	228.65	7476.4	74.554	99.852	99.438	120.47	165.37	135.3	97.111	223.81	228.65	7476.4
P62888	554.74	422.94	529.69	550.85	1005.4	564.68	2080.1	485.98	577.5	14154	554.74	422.94	529.69	550.85	1005.4	564.68	2080.1	485.98	577.5	14154
P62899	93.809	91.293	264.77	110.71	309.35	142.26	167.29	259.16	425.99	4886.7	93.809	91.293	264.77	110.71	309.35	142.26	167.29	259.16	425.99	4886.7
P62906	435.8	360.54	538.97	558.56	1012.7	642.21	785.65	1118.4	1083.9	31939	435.8	360.54	538.97	558.56	1012.7	642.21	785.65	1118.4	1083.9	31939
P62913	567.26	282.71	832.19	492.84	1175.5	595.69	769.04	1477.1	1218.8	40174	567.26	282.71	832.19	492.84	1175.5	595.69	769.04	1477.1	1218.8	40174
P62917	122.1	93.019	109.69	115.51	214.47	77.846	141.9	228.03	230.66	5747.8	122.1	93.019	109.69	115.51	214.47	77.846	141.9	228.03	230.66	5747.8
P62937;P0DN37;P0DN26;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284	492.82	336.68	491.67	521.64	895.61	620.12	614.32	1344.8	1291	43725	492.82	336.68	491.67	521.64	895.61	620.12	614.32	1344.8	1291	43725
P62942	102.38	66.283	136.03	113.57	147.43	56.145	162.67	49.166	178.88	1833.3	102.38	66.283	136.03	113.57	147.43	56.145	162.67	49.166	178.88	1833.3
P62995	81.532	80.827	88.698	106.43	524.65	124.31	112.69	108.01	230.19	3532.9	81.532	80.827	88.698	106.43	524.65	124.31	112.69	108.01	230.19	3532.9
P63104;Q04917;P31946;P61981;P27348	836.38	339.46	650.66	706.34	1389.6	686.19	613.17	1387.2	2562.8	43240	836.38	339.46	650.66	706.34	1389.6	686.19	613.17	1387.2	2562.8	43240
P63151;Q66LE6	0	22.285	0	0	0	0	0	0	20.176	312.96	0	22.285	0	0	0	0	0	0	20.176	312.96
P63173	83.191	46.436	176.22	86.824	204.39	137.07	133.99	284.4	268.78	12135	83.191	46.436	176.22	86.824	204.39	137.07	133.99	284.4	268.78	12135
P63241;Q9GZV4;Q6IS14	574.83	319.04	822.98	544.2	1441.7	412.34	895.72	1151.6	988.81	25632	574.83	319.04	822.98	544.2	1441.7	412.34	895.72	1151.6	988.81	25632
P63244	559.09	279.91	541.44	519.13	1052.7	457.39	672.88	1469.8	910.83	40934	559.09	279.91	541.44	519.13	1052.7	457.39	672.88	1469.8	910.83	40934
P63279	100.1	87.248	151.53	140.52	176.56	147.92	101.3	143.49	250.86	4721.6	100.1	87.248	151.53	140.52	176.56	147.92	101.3	143.49	250.86	4721.6
P68036	281.07	179.7	299.05	252.05	347.66	271.26	262.11	382.94	815.95	10615	281.07	179.7	299.05	252.05	347.66	271.26	262.11	382.94	815.95	10615
Q5VTE0;P68104	2929.4	1968.4	3073.4	2770	7019.7	3052	5456.5	7847.3	6494.5	240680	2929.4	1968.4	3073.4	2770	7019.7	3052	5456.5	7847.3	6494.5	240680
Q9BQE3;P68363;Q71U36;P0DPH8;P0DPH7;P68366;Q6PEY2;Q9NY65;Q9H853;A6NHL2	2324.4	1909.5	2292.8	2157.6	3861.2	2564	2763	6551.4	5881.4	212880	2324.4	1909.5	2292.8	2157.6	3861.2	2564	2763	6551.4	5881.4	212880
P68371;P04350;Q3ZCM7	53.51	42.756	54.583	25.307	106.91	49.959	55.032	91.559	113.31	2393.8	53.51	42.756	54.583	25.307	106.91	49.959	55.032	91.559	113.31	2393.8
Q71DI3;Q16695;P68431;P84243;Q6NXT2	1780.9	1249.5	1951.1	1782	3807.5	1913.7	2791.5	10305	9265.7	293570	1780.9	1249.5	1951.1	1782	3807.5	1913.7	2791.5	10305	9265.7	293570
P78344	78.022	79.696	105.65	109.89	146.01	94.601	84.833	152.85	269	4588.8	78.022	79.696	105.65	109.89	146.01	94.601	84.833	152.85	269	4588.8
P78371	1245.1	527.59	1108.8	882.49	2145.1	1010.1	1374.7	2282	2614.8	63306	1245.1	527.59	1108.8	882.49	2145.1	1010.1	1374.7	2282	2614.8	63306
P78527	342	259.33	365.45	278.98	468.78	331.75	485.36	283.5	517.63	9271.2	342	259.33	365.45	278.98	468.78	331.75	485.36	283.5	517.63	9271.2
P81605	11023	2619.4	3858.7	25877	11009	4646.7	4598.1	1244.4	6082	38939	11023	2619.4	3858.7	25877	11009	4646.7	4598.1	1244.4	6082	38939
P83731	100.87	0	117.75	53.28	138.91	116.14	60.885	205.89	199.4	5775.2	100.87	0	117.75	53.28	138.91	116.14	60.885	205.89	199.4	5775.2
P84085	91.837	48.475	57.905	63.323	95.772	47.045	80.194	131.7	116.11	3807.7	91.837	48.475	57.905	63.323	95.772	47.045	80.194	131.7	116.11	3807.7
P84090	121.3	52.564	212.35	86.516	216.02	134.99	147.79	125.58	235.47	3261	121.3	52.564	212.35	86.516	216.02	134.99	147.79	125.58	235.47	3261
P84098	613.61	547.66	625.24	805.74	1571.8	795.07	968.21	2091.2	1331.4	68257	613.61	547.66	625.24	805.74	1571.8	795.07	968.21	2091.2	1331.4	68257
P84103	326.83	210.19	216.41	380.71	932.44	190.03	243.54	296.24	344.3	9340.1	326.83	210.19	216.41	380.71	932.44	190.03	243.54	296.24	344.3	9340.1
P99999	151.95	65.26	106.97	76.708	145.02	51.184	87.157	329.73	268.14	10384	151.95	65.26	106.97	76.708	145.02	51.184	87.157	329.73	268.14	10384
Q00325	831.05	558.84	892.56	889.14	1356.6	877.22	1337.2	1282.9	1836.9	31798	831.05	558.84	892.56	889.14	1356.6	877.22	1337.2	1282.9	1836.9	31798
Q00610;P53675	1468.4	972.02	1723.5	1468.9	2403.2	1253.5	1782	1796.1	2848.2	49179	1468.4	972.02	1723.5	1468.9	2403.2	1253.5	1782	1796.1	2848.2	49179
Q00839	829.47	336.71	782.47	648.1	1447.6	672.6	1021.8	1340.4	1386.3	37615	829.47	336.71	782.47	648.1	1447.6	672.6	1021.8	1340.4	1386.3	37615
Q01469	293.77	204.9	437.05	676.74	993.69	368.34	413.11	189.17	784.85	4152.9	293.77	204.9	437.05	676.74	993.69	368.34	413.11	189.17	784.85	4152.9
Q01518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02413	292.02	108.8	440.79	164.89	655.69	210.72	314.43	44.721	877.57	1751.4	292.02	108.8	440.79	164.89	655.69	210.72	314.43	44.721	877.57	1751.4
Q02543	521.95	384.15	1075.6	496.14	1755.3	752.88	1246.1	657.14	682.01	15183	521.95	384.15	1075.6	496.14	1755.3	752.88	1246.1	657.14	682.01	15183
Q02790	214.9	102.24	334.79	159.01	473.32	335.98	329.43	473.9	520.72	14243	214.9	102.24	334.79	159.01	473.32	335.98	329.43	473.9	520.72	14243
Q02878	730.55	459	707.01	711.99	1233.1	670.56	1004.1	1066.4	1326	34817	730.55	459	707.01	711.99	1233.1	670.56	1004.1	1066.4	1326	34817
Q02880;P11388	230.43	143.47	210.29	162.69	288.57	276.83	255.28	254.43	796.72	7121.4	230.43	143.47	210.29	162.69	288.57	276.83	255.28	254.43	796.72	7121.4
Q04637	56.842	0	65.71	92.813	112.15	79.212	128.74	92.645	115.07	2416.9	56.842	0	65.71	92.813	112.15	79.212	128.74	92.645	115.07	2416.9
Q04760	149.89	225.25	174.27	165.82	294.61	225.78	148.24	311.82	466.02	10309	149.89	225.25	174.27	165.82	294.61	225.78	148.24	311.82	466.02	10309
Q04837	554.18	219	909.96	497.44	1227	545.32	855.57	578.66	1235.5	15817	554.18	219	909.96	497.44	1227	545.32	855.57	578.66	1235.5	15817
Q05639	83.802	38.844	56.983	87.399	149.55	85.953	111.27	136.39	120.28	2948.9	83.802	38.844	56.983	87.399	149.55	85.953	111.27	136.39	120.28	2948.9
Q06830;Q13162	1264.8	748.94	1163.5	884.17	2002	1109.2	1253.4	2033.4	2683.8	56089	1264.8	748.94	1163.5	884.17	2002	1109.2	1253.4	2033.4	2683.8	56089
Q07020	410.77	254.75	516.03	321.51	682.22	414.34	627.14	785	864.07	23772	410.77	254.75	516.03	321.51	682.22	414.34	627.14	785	864.07	23772
Q07666	174.53	116.45	169.3	260.22	363.58	206.89	283.95	469.61	503.07	11585	174.53	116.45	169.3	260.22	363.58	206.89	283.95	469.61	503.07	11585
Q08211	863.82	553.42	964.08	774.94	1835	849.8	1483.7	1601.4	1775.6	42278	863.82	553.42	964.08	774.94	1835	849.8	1483.7	1601.4	1775.6	42278
Q08554	135.68	56.179	41.265	44.949	116.36	48.535	112.44	44.009	131.38	1401.5	135.68	56.179	41.265	44.949	116.36	48.535	112.44	44.009	131.38	1401.5
Q08945	44.496	32.046	82.449	58.814	80.544	53.841	54.194	131.93	155.67	2854.8	44.496	32.046	82.449	58.814	80.544	53.841	54.194	131.93	155.67	2854.8
Q16576;Q09028	83.081	66.941	153.64	90.381	213.01	186.26	165.14	201.78	162.49	4891.4	83.081	66.941	153.64	90.381	213.01	186.26	165.14	201.78	162.49	4891.4
Q12874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12905	354.51	231.08	375.92	436.5	542.08	439.85	398.02	653.97	678.98	20545	354.51	231.08	375.92	436.5	542.08	439.85	398.02	653.97	678.98	20545
Q12906	301.15	129.36	314.42	267.16	819.03	296.12	418.01	417.57	445.42	10936	301.15	129.36	314.42	267.16	819.03	296.12	418.01	417.57	445.42	10936
Q13011	95.645	53.726	113.01	98.654	179.93	103.62	127.37	170.82	216.7	5811.6	95.645	53.726	113.01	98.654	179.93	103.62	127.37	170.82	216.7	5811.6
Q13098	98.045	37.83	136.26	97.305	80.813	95.692	51.841	125.06	157.79	3379.7	98.045	37.83	136.26	97.305	80.813	95.692	51.841	125.06	157.79	3379.7
Q13148	107.44	0	112.7	38.519	133.19	116.18	147.17	111.18	159.48	4606	107.44	0	112.7	38.519	133.19	116.18	147.17	111.18	159.48	4606
Q13151	129.91	125.6	120.04	99.826	316.23	110.73	247.61	475.79	367.41	13215	129.91	125.6	120.04	99.826	316.23	110.73	247.61	475.79	367.41	13215
Q13185	212.35	141.48	189.83	158.41	287.01	181.63	186.42	117.48	232.58	6642.1	212.35	141.48	189.83	158.41	287.01	181.63	186.42	117.48	232.58	6642.1
Q13257	226.49	76.497	283.87	95.463	252.67	185.31	301.58	170.4	352.76	3111.2	226.49	76.497	283.87	95.463	252.67	185.31	301.58	170.4	352.76	3111.2
Q13263	120.53	123.35	154.12	235.22	259.27	171.55	190.41	342.09	281.79	10866	120.53	123.35	154.12	235.22	259.27	171.55	190.41	342.09	281.79	10866
Q13283	257.83	186.98	328	466.93	422.1	266.87	447.98	386.5	481.37	9584.5	257.83	186.98	328	466.93	422.1	266.87	447.98	386.5	481.37	9584.5
Q13310	110.18	93.06	118.94	111.06	256.25	131.77	146.87	199.52	363.92	5422.6	110.18	93.06	118.94	111.06	256.25	131.77	146.87	199.52	363.92	5422.6
Q13838;O00148	637.15	372.07	831.8	680.23	1392	812.27	788.23	1851.4	1665.7	48805	637.15	372.07	831.8	680.23	1392	812.27	788.23	1851.4	1665.7	48805
Q9BVA1;Q13885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14103;O14979	558.37	539.86	675.67	713.36	720.17	890.12	593.98	3772.7	1938	133590	558.37	539.86	675.67	713.36	720.17	890.12	593.98	3772.7	1938	133590
Q14152	171.95	142.41	131.04	105.82	328.46	80.824	144.84	134.84	287.42	2241.4	171.95	142.41	131.04	105.82	328.46	80.824	144.84	134.84	287.42	2241.4
Q14204	387.64	224.53	372.66	293.57	592.79	377.62	449.12	530.34	905.51	18951	387.64	224.53	372.66	293.57	592.79	377.62	449.12	530.34	905.51	18951
Q14566	50.637	65.082	51.313	43.389	216.12	27.966	54.11	0	82.931	621.87	50.637	65.082	51.313	43.389	216.12	27.966	54.11	0	82.931	621.87
Q14697	525.28	274.17	611.73	311.94	945.39	638.45	769.01	910.8	790.31	23691	525.28	274.17	611.73	311.94	945.39	638.45	769.01	910.8	790.31	23691
Q14739	106.31	39.796	142.72	91.706	346.65	100.23	104.95	174.46	186.97	5474.8	106.31	39.796	142.72	91.706	346.65	100.23	104.95	174.46	186.97	5474.8
Q14974	790.5	430.29	589.94	651.5	1297.6	686.78	902.71	1644.8	1347.4	44450	790.5	430.29	589.94	651.5	1297.6	686.78	902.71	1644.8	1347.4	44450
Q15008	63.932	0	80.573	71.03	194.19	57.487	185.09	77.993	185.21	2318.7	63.932	0	80.573	71.03	194.19	57.487	185.09	77.993	185.21	2318.7
Q15019	78.153	50.156	62.547	66.755	192.55	111.37	144.03	132.14	117.23	3082.3	78.153	50.156	62.547	66.755	192.55	111.37	144.03	132.14	117.23	3082.3
Q15084	57.565	109.01	146.02	151.66	173.42	107.8	180.46	320.31	392.61	11025	57.565	109.01	146.02	151.66	173.42	107.8	180.46	320.31	392.61	11025
Q15233	704.29	525.77	821.72	725.37	1906.3	699.59	996.83	1381.9	1744.6	35171	704.29	525.77	821.72	725.37	1906.3	699.59	996.83	1381.9	1744.6	35171
Q15365	107.03	79.862	105.46	133.43	230.56	101.18	219.78	137.68	151.05	3757.3	107.03	79.862	105.46	133.43	230.56	101.18	219.78	137.68	151.05	3757.3
Q15366;P57721;P57723	438.13	309.38	406.53	344.64	1003.9	405.66	745.44	669.55	871.16	20082	438.13	309.38	406.53	344.64	1003.9	405.66	745.44	669.55	871.16	20082
Q15370	61.604	42.103	128.44	47.539	142.22	80.031	87.384	132.29	217.9	4791.9	61.604	42.103	128.44	47.539	142.22	80.031	87.384	132.29	217.9	4791.9
Q15393	68.384	42.304	121.29	76.98	191.11	80.575	125.79	108.76	164.46	2572.5	68.384	42.304	121.29	76.98	191.11	80.575	125.79	108.76	164.46	2572.5
Q15631	95.158	69.792	164.59	108.2	256.42	119.31	162.16	185.66	261.3	5657	95.158	69.792	164.59	108.2	256.42	119.31	162.16	185.66	261.3	5657
Q15691	315.07	344.42	428.05	254.01	629.71	311.82	349.18	325.43	419.25	9409.6	315.07	344.42	428.05	254.01	629.71	311.82	349.18	325.43	419.25	9409.6
Q15717	85.495	69.207	90.344	58.574	91.919	72.323	82.222	85.937	106.25	2645.9	85.495	69.207	90.344	58.574	91.919	72.323	82.222	85.937	106.25	2645.9
