Protein IDs	Reporter intensity corrected 1 PNNL SC boost0ng_run3	Reporter intensity corrected 2 PNNL SC boost0ng_run3	Reporter intensity corrected 3 PNNL SC boost0ng_run3	Reporter intensity corrected 4 PNNL SC boost0ng_run3	Reporter intensity corrected 5 PNNL SC boost0ng_run3	Reporter intensity corrected 6 PNNL SC boost0ng_run3	Reporter intensity corrected 7 PNNL SC boost0ng_run3	Reporter intensity corrected 8 PNNL SC boost0ng_run3	Reporter intensity corrected 9 PNNL SC boost0ng_run3	Reporter intensity corrected 10 PNNL SC boost0ng_run3	Reporter intensity 1 PNNL SC boost0ng_run3	Reporter intensity 2 PNNL SC boost0ng_run3	Reporter intensity 3 PNNL SC boost0ng_run3	Reporter intensity 4 PNNL SC boost0ng_run3	Reporter intensity 5 PNNL SC boost0ng_run3	Reporter intensity 6 PNNL SC boost0ng_run3	Reporter intensity 7 PNNL SC boost0ng_run3	Reporter intensity 8 PNNL SC boost0ng_run3	Reporter intensity 9 PNNL SC boost0ng_run3	Reporter intensity 10 PNNL SC boost0ng_run3
P62424	3505.5	1557.9	3384.7	3930.8	5953.1	5643.4	4959.7	4223.1	2420.3	444.12	3505.5	1557.9	3384.7	3930.8	5953.1	5643.4	4959.7	4223.1	2420.3	444.12
P62701;Q8TD47;P22090	18846	7925.7	17559	20160	29261	26483	18376	16294	15001	561.22	18846	7925.7	17559	20160	29261	26483	18376	16294	15001	561.22
P62750;REV__Q969S3	3559.8	2025.3	5539.5	4940.2	14156	7652.7	17960	3959.9	4140	448.04	3559.8	2025.3	5539.5	4940.2	14156	7652.7	17960	3959.9	4140	448.04
P62753	2936	1314	2853.6	2339.1	5784.5	3441.7	4364.9	2602.2	2586.7	0	2936	1314	2853.6	2339.1	5784.5	3441.7	4364.9	2602.2	2586.7	0
P62805	83405	82017	89524	104860	176120	107550	101740	79428	73820	2890.7	83405	82017	89524	104860	176120	107550	101740	79428	73820	2890.7
P62826	3845.8	3294.6	5125.1	7103.5	10717	7376.1	6347.7	5190.5	4041.6	332.99	3845.8	3294.6	5125.1	7103.5	10717	7376.1	6347.7	5190.5	4041.6	332.99
P62847	6220.4	2547.5	6363.1	9277	11739	8617.6	6700	5335.3	5042.1	0	6220.4	2547.5	6363.1	9277	11739	8617.6	6700	5335.3	5042.1	0
P62851	3305.5	5002.1	4702.3	4095.6	11686	3959.1	4825.9	2199.1	3941.1	237.32	3305.5	5002.1	4702.3	4095.6	11686	3959.1	4825.9	2199.1	3941.1	237.32
P62854;Q5JNZ5	6992.7	3953.9	7420.1	8856.2	14680	10562	9922.9	6488.9	7186.8	0	6992.7	3953.9	7420.1	8856.2	14680	10562	9922.9	6488.9	7186.8	0
P62861	3761	2276	5214.1	11218	11991	7737.2	7177.2	3108	4275.8	279.7	3761	2276	5214.1	11218	11991	7737.2	7177.2	3108	4275.8	279.7
P62888	3428.7	2189.6	2070.7	3127.7	3804.9	3469.8	2541.9	2158.8	1916.7	389.38	3428.7	2189.6	2070.7	3127.7	3804.9	3469.8	2541.9	2158.8	1916.7	389.38
P62899	2529.9	1739.2	2065.2	4026.8	7626.5	5463.5	4727.8	3279.2	2260.6	381.56	2529.9	1739.2	2065.2	4026.8	7626.5	5463.5	4727.8	3279.2	2260.6	381.56
P62906	12057	8973.2	19399	17320	23858	22137	18140	11689	15459	600.43	12057	8973.2	19399	17320	23858	22137	18140	11689	15459	600.43
P62913	10843	6962	10305	16093	30850	18486	33369	9841.7	12412	471.52	10843	6962	10305	16093	30850	18486	33369	9841.7	12412	471.52
P62937	71438	34729	68891	75485	101870	93823	58092	46166	43955	1828.9	71438	34729	68891	75485	101870	93823	58092	46166	43955	1828.9
P63104;Q04917;P31946;P31947	12786	12425	13171	20233	20488	15457	11045	7468.4	7682.9	0	12786	12425	13171	20233	20488	15457	11045	7468.4	7682.9	0
P67809;Q9Y2T7;P16989	1748.4	969.13	1460.5	1951.4	3142.7	2238.5	1653.9	1005.6	1249.5	0	1748.4	969.13	1460.5	1951.4	3142.7	2238.5	1653.9	1005.6	1249.5	0
P67936	8282.3	5138.3	13718	10121	14929	11181	8115.3	5829.7	6751.5	0	8282.3	5138.3	13718	10121	14929	11181	8115.3	5829.7	6751.5	0
P68104;Q5VTE0;Q05639	160900	97550	199490	324610	434190	363410	213750	178060	172660	8967	160900	97550	199490	324610	434190	363410	213750	178060	172660	8967
Q9BQE3;Q71U36;P68363;P0DPH8;P0DPH7;Q6PEY2;P68366;Q9NY65;A6NHL2	61251	39812	73181	84741	119540	120570	53821	42899	34109	1860.1	61251	39812	73181	84741	119540	120570	53821	42899	34109	1860.1
Q71DI3;Q16695;P84243;P68431;Q6NXT2	104770	88755	99473	122550	199840	125400	93691	94645	80803	5670.4	104770	88755	99473	122550	199840	125400	93691	94645	80803	5670.4
P78371	2043.5	735.04	2060.5	1617.7	2995.6	2110	2180.7	1367	1017.4	0	2043.5	735.04	2060.5	1617.7	2995.6	2110	2180.7	1367	1017.4	0
P81605	13641	29583	58627	20751	35204	17786	183380	16011	19070	735.92	13641	29583	58627	20751	35204	17786	183380	16011	19070	735.92
P83731	2666.2	2603.8	6143.4	4511.2	6744.8	4921.1	3836.6	1905	3196.4	266.81	2666.2	2603.8	6143.4	4511.2	6744.8	4921.1	3836.6	1905	3196.4	266.81
P83881	4379.6	2505.4	4652.8	6880.6	10263	9909.3	6343.3	5156.8	5981.5	375.24	4379.6	2505.4	4652.8	6880.6	10263	9909.3	6343.3	5156.8	5981.5	375.24
P84098	769.89	0	646.25	657.34	1574.1	1202.3	726.05	686.82	1177.6	0	769.89	0	646.25	657.34	1574.1	1202.3	726.05	686.82	1177.6	0
P84103	7080.7	3233.5	6481.1	5752.6	9446.5	7989.4	4931.4	3931.2	4193.3	0	7080.7	3233.5	6481.1	5752.6	9446.5	7989.4	4931.4	3931.2	4193.3	0
Q00839	1757.7	1740.9	2700.2	2318.1	5915.1	2972.9	4227.3	2199.1	2072.5	0	1757.7	1740.9	2700.2	2318.1	5915.1	2972.9	4227.3	2199.1	2072.5	0
Q02543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02878	4504.5	2318.8	4104.8	4132.7	7868.3	6735.2	9947.9	3006	4047.7	330.17	4504.5	2318.8	4104.8	4132.7	7868.3	6735.2	9947.9	3006	4047.7	330.17
Q06323	3035.5	1366.6	2619.8	2544.2	2643.4	2406.7	2748.3	1189.3	1361.1	488.07	3035.5	1366.6	2619.8	2544.2	2643.4	2406.7	2748.3	1189.3	1361.1	488.07
Q06830;Q13162	6398.9	7656	10615	8821.8	11569	8843.2	8996.3	5102.5	5529	685.17	6398.9	7656	10615	8821.8	11569	8843.2	8996.3	5102.5	5529	685.17
Q09666	18860	11317	23276	44120	42814	36212	32737	15065	22048	484.24	18860	11317	23276	44120	42814	36212	32737	15065	22048	484.24
Q13509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15084	2280.8	1982.6	10901	2376.8	6006.1	3268.2	4277.9	1871.8	1676.8	510.73	2280.8	1982.6	10901	2376.8	6006.1	3268.2	4277.9	1871.8	1676.8	510.73
Q15149;P58107	1137.7	949.84	1251.8	2449.7	2195.5	1838.9	1868	1007.4	1922	0	1137.7	949.84	1251.8	2449.7	2195.5	1838.9	1868	1007.4	1922	0
Q16658	3391.7	2043.9	4076.5	6439.6	8688.3	6474.1	3025.2	1471	1560.8	418.55	3391.7	2043.9	4076.5	6439.6	8688.3	6474.1	3025.2	1471	1560.8	418.55
Q2KHR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q32M78	3927.4	8575.6	8159.2	7034.7	7171.9	5885.2	5172.2	4196.4	3197.8	0	3927.4	8575.6	8159.2	7034.7	7171.9	5885.2	5172.2	4196.4	3197.8	0
Q58FF8	4046.3	1611.6	2857	3285.7	4988.9	4644.3	3915.6	1540.9	1781.5	0	4046.3	1611.6	2857	3285.7	4988.9	4644.3	3915.6	1540.9	1781.5	0
Q5T5X7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T6X5	15123	6546.7	8240	5591.9	8868.2	7049.3	4941.5	3080.6	4232.9	0	15123	6546.7	8240	5591.9	8868.2	7049.3	4941.5	3080.6	4232.9	0
Q5TCY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZUU3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z406	1950.1	1114.6	3098.8	3804.9	5181.3	3938.3	2605.9	1004	1198.5	0	1950.1	1114.6	3098.8	3804.9	5181.3	3938.3	2605.9	1004	1198.5	0
Q7Z443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IWI9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IX01	11672	5310.5	15211	14128	24401	25281	12106	9765.4	6686.5	960.37	11672	5310.5	15211	14128	24401	25281	12106	9765.4	6686.5	960.37
Q8NC51	1469	1215.3	2633.7	4088.9	5393.1	3750.1	3245.2	2453.3	1992.5	0	1469	1215.3	2633.7	4088.9	5393.1	3750.1	3245.2	2453.3	1992.5	0
Q96AG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96JB3	871.33	667.69	1067.8	5554.3	2835.5	2133.5	2271.4	1326.7	1080.3	0	871.33	667.69	1067.8	5554.3	2835.5	2133.5	2271.4	1326.7	1080.3	0
Q96P63	640.96	352	634.29	1037	1252	500.72	7215.2	549.99	460.12	0	640.96	352	634.29	1037	1252	500.72	7215.2	549.99	460.12	0
Q99729	15780	6320.9	9441.7	15578	25527	18096	9168.6	10474	8333.7	526.47	15780	6320.9	9441.7	15578	25527	18096	9168.6	10474	8333.7	526.47
Q99832	909.8	973.3	1618.9	2076.3	2436.5	2705.2	2166.4	1104.2	1212.5	0	909.8	973.3	1618.9	2076.3	2436.5	2705.2	2166.4	1104.2	1212.5	0
Q99880;Q8N257;Q96A08	465680	691960	455610	654680	846730	530830	695630	429260	386070	25348	465680	691960	455610	654680	846730	530830	695630	429260	386070	25348
Q99985	4530.5	5684.1	10200	3651.9	7068.5	4283.9	3500.2	3134.9	2222.4	0	4530.5	5684.1	10200	3651.9	7068.5	4283.9	3500.2	3134.9	2222.4	0
Q9BZH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H788	5167.6	1904	6190.8	20245	9351.4	14799	4366.2	2617	3090.5	437.42	5167.6	1904	6190.8	20245	9351.4	14799	4366.2	2617	3090.5	437.42
Q9NYX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQ80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3U8	1931.5	885.49	2026.8	1896.4	3289	2794.9	2046.4	1381.1	1941.1	0	1931.5	885.49	2026.8	1896.4	3289	2794.9	2046.4	1381.1	1941.1	0
Q9Y490	668.73	410.14	623.47	707.78	1117.3	1108.3	940.4	684.68	827.83	0	668.73	410.14	623.47	707.78	1117.3	1108.3	940.4	684.68	827.83	0
Q9Y548	2239.6	3183.7	3421.2	5903	4502	3135.3	3260.2	1773.1	2145.2	0	2239.6	3183.7	3421.2	5903	4502	3135.3	3260.2	1773.1	2145.2	0
Q9Y617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REV__Q9NX05	1836.7	2875.4	4440.7	2230.1	6848.5	4726.8	4446.6	3025.2	3014.5	460.13	1836.7	2875.4	4440.7	2230.1	6848.5	4726.8	4446.6	3025.2	3014.5	460.13
REV__Q9UPU7	203760	185420	223680	260890	224440	187010	206320	206720	189400	2965.3	203760	185420	223680	260890	224440	187010	206320	206720	189400	2965.3
